SKU,Annual_Demand,Unit_Cost_x,Annual_Consumption_Value,ABC_Category,Avg_Daily_Demand,Demand_Std_Dev,Supplier_ID,Lead_Time_Days_x,Supplier_Reliability,MOQ,Z_Value,Safety_Stock,Reorder_Point,Product_Category,Unit_Cost_y,Lead_Time_Days_y,Ordering_Cost,Holding_Cost_Per_Unit_Year,EOQ,Supply_Risk,Profit_Impact,Supply_Risk_Score,Profit_Impact_Score,Kraljic_Category,Inventory_Policy
Product_1817,1018841.7661081264,32.33,32939154.298275724,A,14765.822697219222,57327.58828029662,SUP_0107,11,62.01,1252,2.33,443013.0,605438.0,Category_006,32.33,11,5757,418.78,5293.0,37.99,32939154.298275724,0.381340206185567,0.9620103940541498,Leverage,Bulk Procurement & Cost Negotiation
Product_1432,13945579.13918226,2.36,32911566.76847013,A,28635.686117417372,135069.64861939193,SUP_0005,2,59.21,3877,2.33,445071.0,502343.0,Category_019,2.36,2,4024,324.65,18594.0,40.79,32911566.76847013,0.4102061855670103,0.9612046814915582,Leverage,Bulk Procurement & Cost Negotiation
Product_1350,9190470.667077545,3.58,32901884.98813761,A,12729.183749414882,24015.11828457949,SUP_0020,5,68.25,4282,2.33,125120.0,188766.0,Category_019,3.58,5,5665,441.41,15359.0,31.75,32901884.98813761,0.3170103092783505,0.9609219185150565,Leverage,Bulk Procurement & Cost Negotiation
Product_1574,4381364.40573899,7.49,32816419.398985036,A,45168.705213804016,60257.39190076649,SUP_0033,3,99.0,1619,2.33,243180.0,378687.0,Category_019,7.49,3,3388,243.0,11054.0,1.0,32816419.398985036,0.0,0.9584258378824385,Leverage,Bulk Procurement & Cost Negotiation
Product_1234,2811739.856480583,11.66,32784886.7265636,A,19941.417421848106,30317.099577557754,SUP_0046,5,71.73,2590,2.33,157954.0,257662.0,Category_019,11.66,5,5687,434.81,8577.0,28.269999999999996,32784886.7265636,0.28113402061855663,0.9575049047477553,Leverage,Bulk Procurement & Cost Negotiation
Product_1393,3051058.2921191743,10.74,32768366.057359934,A,7229.995952889039,12259.459312111352,SUP_0044,11,47.64,6482,2.33,94738.0,174268.0,Category_019,10.74,11,2273,297.98,6823.0,52.36,32768366.057359934,0.5294845360824743,0.9570224073725422,Strategic,Long-Term Supplier Partnership
Product_1502,5540467.318507251,5.91,32744161.852377854,A,23778.829693164167,40995.8525419444,SUP_0026,4,59.72,6261,2.33,191041.0,286157.0,Category_019,5.91,4,2022,425.71,7255.0,40.28,32744161.852377854,0.4049484536082474,0.9563155071114813,Leverage,Bulk Procurement & Cost Negotiation
Product_0982,823667.7357920791,39.68,32683135.7562297,A,3431.948899133663,13362.230528936017,SUP_0098,11,51.92,3124,2.33,103260.0,141012.0,Category_028,39.68,11,1856,361.89,2907.0,48.08,32683135.7562297,0.485360824742268,0.9545331984865708,Leverage,Bulk Procurement & Cost Negotiation
Product_1377,7055849.462509032,4.63,32668583.01141682,A,5529.6625881732225,8224.77729995485,SUP_0025,4,49.14,4409,2.33,38328.0,60447.0,Category_019,4.63,4,4142,374.01,12502.0,50.86,32668583.01141682,0.514020618556701,0.9541081756810296,Strategic,Long-Term Supplier Partnership
Product_1394,4141655.5736838155,7.87,32594829.36489163,A,21913.521553882623,41599.75486068043,SUP_0031,2,64.42,1986,2.33,137077.0,180905.0,Category_019,7.87,2,3550,386.32,8725.0,35.58,32594829.36489163,0.3564948453608247,0.9519541502948847,Leverage,Bulk Procurement & Cost Negotiation
Product_1361,3535541.9097177326,9.21,32562340.98850032,A,19533.380716672556,26648.898437461783,SUP_0034,9,45.89,8984,2.33,186276.0,362077.0,Category_033,9.21,9,3244,289.77,8898.0,54.11,32562340.98850032,0.5475257731958764,0.9510053051760524,Strategic,Long-Term Supplier Partnership
Product_1250,2298939.5119505064,14.15,32529994.094099667,A,2954.935105334841,7364.713239665417,SUP_0051,8,99.0,6451,2.33,48536.0,72176.0,Category_019,14.15,8,4741,254.06,9263.0,1.0,32529994.094099667,0.0,0.9500605921349399,Leverage,Bulk Procurement & Cost Negotiation
Product_0071,1733380.8456406693,18.75,32500890.85576255,A,11712.032740815333,23213.83178090397,SUP_0066,10,72.18,9719,2.33,171042.0,288163.0,Category_019,18.75,10,2628,227.75,6325.0,27.819999999999993,32500890.85576255,0.27649484536082464,0.9492106122742727,Leverage,Bulk Procurement & Cost Negotiation
Product_1294,9778740.568251062,3.32,32465418.686593525,A,7724.123671604315,10967.815017503426,SUP_0017,8,99.0,5130,2.33,72281.0,134074.0,Category_019,3.32,8,881,423.86,6376.0,1.0,32465418.686593525,0.0,0.9481746234589182,Leverage,Bulk Procurement & Cost Negotiation
Product_1453,9007178.273764368,3.6,32425841.785551727,A,6356.512543235263,9286.521878640882,SUP_0019,5,74.84,6271,2.33,48384.0,80167.0,Category_019,3.6,5,5043,404.32,14990.0,25.159999999999997,32425841.785551727,0.24907216494845355,0.947018753158731,Leverage,Bulk Procurement & Cost Negotiation
Product_1150,1853436.2472801567,17.47,32379531.239984337,A,22602.881064392153,31545.284171102034,SUP_0068,9,45.88,4092,2.33,220502.0,423928.0,Category_006,17.47,9,1323,234.53,4573.0,54.12,32379531.239984337,0.5476288659793814,0.9456662221924919,Strategic,Long-Term Supplier Partnership
Product_0033,5076766.187544433,6.37,32339000.614658043,A,7170.573711220951,20551.38060827618,SUP_0029,6,77.77,2453,2.33,117294.0,160318.0,Category_005,6.37,6,939,320.16,5458.0,22.230000000000004,32339000.614658043,0.21886597938144334,0.9444824977262128,Leverage,Bulk Procurement & Cost Negotiation
Product_0084,1640054.4806677345,19.7,32309073.26915437,A,74547.93093944248,99628.33266492751,SUP_0077,7,50.89,3486,2.33,614169.0,1136005.0,Category_019,19.7,7,3976,402.27,5694.0,49.11,32309073.26915437,0.49597938144329895,0.9436084492554999,Leverage,Bulk Procurement & Cost Negotiation
Product_1158,1796390.9440147288,17.97,32281145.263944674,A,12740.361305068998,23040.158721460975,SUP_0056,9,41.2,3897,2.33,161051.0,275715.0,Category_006,17.97,9,4232,270.85,7493.0,58.8,32281145.263944674,0.5958762886597938,0.9427927928772689,Strategic,Long-Term Supplier Partnership
Product_0933,1946413.0830158424,16.56,32232600.654742345,A,15088.473511750715,12895.270970446438,SUP_0075,10,57.06,4808,2.33,95014.0,245899.0,Category_006,16.56,10,1786,296.77,4841.0,42.94,32232600.654742345,0.4323711340206185,0.941375014563805,Leverage,Bulk Procurement & Cost Negotiation
Product_1431,3871335.8295530155,8.32,32209514.10188109,A,23181.651673970155,36036.65679570029,SUP_0037,4,86.12,14067,2.33,167931.0,260658.0,Category_019,8.32,4,1660,240.47,7311.0,13.879999999999995,32209514.10188109,0.13278350515463913,0.9407007560927376,Leverage,Bulk Procurement & Cost Negotiation
Product_1839,1787744.719410417,17.99,32161527.5021934,A,6101.51781368743,15092.46712936948,SUP_0059,5,53.86,1054,2.33,78633.0,109141.0,Category_006,17.99,5,5532,445.27,6665.0,46.14,32161527.5021934,0.46536082474226803,0.939299274826496,Leverage,Bulk Procurement & Cost Negotiation
Product_0094,2087881.7202922928,15.39,32132499.675298385,A,27115.347016783024,35637.982981356145,SUP_0050,7,91.35,1701,2.33,219694.0,409502.0,Category_019,15.39,7,975,391.83,3224.0,8.650000000000006,32132499.675298385,0.07886597938144335,0.9384514974082618,Leverage,Bulk Procurement & Cost Negotiation
Product_1430,1162976.5638443537,27.59,32086523.39646572,A,1819.9946226046222,8894.231042317593,SUP_0086,13,55.22,2464,2.33,74720.0,98380.0,Category_019,27.59,13,2138,361.26,3711.0,44.78,32086523.39646572,0.45134020618556697,0.9371087289292523,Leverage,Bulk Procurement & Cost Negotiation
Product_1342,7528416.999090296,4.26,32071056.41612466,A,34220.07726859226,127879.78036644984,SUP_0022,8,82.94,2724,2.33,842758.0,1116519.0,Category_019,4.26,8,4559,341.73,14173.0,17.060000000000002,32071056.41612466,0.16556701030927837,0.9366570052535929,Leverage,Bulk Procurement & Cost Negotiation
Product_1825,3273402.7631348204,9.78,32013879.02345854,A,10358.869503591204,28086.527468848686,SUP_0041,5,99.0,1636,2.33,146332.0,198127.0,Category_006,9.78,5,4459,372.46,8854.0,1.0,32013879.02345854,0.0,0.9349871006303099,Leverage,Bulk Procurement & Cost Negotiation
Product_0936,1754953.9848611765,18.22,31975261.60417063,A,9435.23647774826,16469.16557138385,SUP_0069,11,31.05,1448,2.33,127270.0,231058.0,Category_006,18.22,11,4719,412.86,6334.0,68.95,31975261.60417063,0.7005154639175258,0.9338592526470221,Strategic,Long-Term Supplier Partnership
Product_1256,467254.8330989662,68.35,31936867.84231434,A,4063.085505208402,12267.135263956698,SUP_0161,10,93.47,749,2.33,90386.0,131017.0,Category_019,68.35,10,5147,411.0,3421.0,6.530000000000001,31936867.84231434,0.057010309278350525,0.9327379367310721,Leverage,Bulk Procurement & Cost Negotiation
Product_1267,3790412.2578426753,8.42,31915271.211035326,A,23839.07080404198,36013.547599051184,SUP_0035,7,52.27,10498,2.33,222010.0,388884.0,Category_019,8.42,7,3544,370.34,8518.0,47.73,31915271.211035326,0.4817525773195876,0.932107192432696,Leverage,Bulk Procurement & Cost Negotiation
Product_1281,2846762.296531679,11.19,31855270.098189488,A,20189.80352150127,43939.47891357269,SUP_0052,7,60.18,3403,2.33,270870.0,412199.0,Category_019,11.19,7,1322,239.16,5610.0,39.82,31855270.098189488,0.40020618556701026,0.9303548191419362,Leverage,Bulk Procurement & Cost Negotiation
Product_1262,1501034.0948922168,21.2,31821922.811714996,A,2117.114379255595,4876.116231642594,SUP_0076,12,83.61,3150,2.33,39357.0,64763.0,Category_019,21.2,12,3529,393.19,5191.0,16.39,31821922.811714996,0.15865979381443301,0.9293808889702183,Leverage,Bulk Procurement & Cost Negotiation
Product_1554,3139970.708877294,10.12,31776503.57383821,A,5740.348645113882,9556.129929056422,SUP_0040,11,99.0,3637,2.33,73848.0,136992.0,Category_019,10.12,11,1522,386.9,4971.0,1.0,31776503.57383821,0.0,0.9280543892510141,Leverage,Bulk Procurement & Cost Negotiation
Product_1354,619021.2464639896,51.29,31749599.73113803,A,7369.300553142733,9804.485026879565,SUP_0142,4,89.85,920,2.33,45689.0,75167.0,Category_019,51.29,4,3274,348.89,3409.0,10.150000000000006,31749599.73113803,0.09432989690721655,0.927268644235122,Leverage,Bulk Procurement & Cost Negotiation
Product_1458,566765.1590152637,55.96,31716178.298494156,A,1483.678426741528,2021.4995326967444,SUP_0157,13,42.35,1720,2.33,16983.0,36271.0,Category_019,55.96,13,5555,355.59,4209.0,57.65,31716178.298494156,0.5840206185567011,0.9262925485741211,Strategic,Long-Term Supplier Partnership
Product_1970,2260804.6047509992,14.01,31673872.5125615,A,4347.701162982691,9324.523738085316,SUP_0053,2,55.01,3919,2.33,30726.0,39422.0,Category_005,14.01,2,3453,406.06,6201.0,44.99,31673872.5125615,0.45350515463917523,0.9250569793355394,Leverage,Bulk Procurement & Cost Negotiation
Product_1290,1891206.9258709995,16.73,31639891.86982182,A,15129.655406967995,13794.224096943737,SUP_0074,14,64.22,3701,2.33,120259.0,332075.0,Category_019,16.73,14,2959,230.83,6964.0,35.78,31639891.86982182,0.3585567010309278,0.924064551563527,Leverage,Bulk Procurement & Cost Negotiation
Product_1812,649568.5796469615,48.65,31601511.39982468,A,21652.28598823205,63642.12419910047,SUP_0143,10,52.4,1867,2.33,468922.0,685445.0,Category_006,48.65,10,2446,429.29,2721.0,47.6,31601511.39982468,0.48041237113402063,0.9229436238453594,Leverage,Bulk Procurement & Cost Negotiation
Product_0064,1716648.3277852351,18.39,31569162.747970477,A,8456.395703375543,18872.839848774373,SUP_0070,12,75.37,2709,2.33,152330.0,253807.0,Category_019,18.39,12,2014,357.59,4398.0,24.629999999999995,31569162.747970477,0.24360824742268036,0.9219988594766212,Leverage,Bulk Procurement & Cost Negotiation
Product_1526,3548051.46746748,8.89,31542177.545785896,A,15910.544697163587,25762.38270972032,SUP_0038,8,47.36,1537,2.33,169781.0,297066.0,Category_019,8.89,8,2858,446.18,6742.0,52.64,31542177.545785896,0.5323711340206186,0.9212107383016772,Strategic,Long-Term Supplier Partnership
Product_0063,1417524.2333405884,22.22,31497388.464827873,A,14318.426599399883,19564.572171352927,SUP_0091,7,46.14,1540,2.33,120608.0,220837.0,Category_019,22.22,7,818,325.09,2671.0,53.86,31497388.464827873,0.5449484536082474,0.9199026427436803,Strategic,Long-Term Supplier Partnership
Product_0837,466833.7796100177,67.38,31455260.07012299,A,14588.555612813054,8112.133967331354,SUP_0190,5,71.14,826,2.33,42265.0,115208.0,Category_019,67.38,5,3317,360.59,2931.0,28.86,31455260.07012299,0.28721649484536077,0.9186722543365002,Leverage,Bulk Procurement & Cost Negotiation
Product_1233,952480.0032390408,32.98,31412790.506823566,A,15614.426282607226,31750.536388383418,SUP_0089,5,92.69,3666,2.33,165422.0,243495.0,Category_019,32.98,5,4209,226.37,5952.0,7.310000000000002,31412790.506823566,0.06505154639175259,0.9174319018685826,Leverage,Bulk Procurement & Cost Negotiation
Product_1375,1534477.0885551414,20.45,31380056.46095264,A,9773.739417548672,12421.274985135056,SUP_0083,3,77.16,797,2.33,50129.0,79451.0,Category_019,20.45,3,4349,434.87,5541.0,22.840000000000003,31380056.46095264,0.22515463917525777,0.9164758818055865,Leverage,Bulk Procurement & Cost Negotiation
Product_1496,1979690.5490239472,15.83,31338501.391049083,A,3851.5380331205197,13105.485209720706,SUP_0060,7,87.73,2341,2.33,80791.0,107752.0,Category_019,15.83,7,3032,356.41,5804.0,12.269999999999996,31338501.391049083,0.11618556701030923,0.9152622377389882,Leverage,Bulk Procurement & Cost Negotiation
Product_1555,1738146.1925903265,18.01,31304012.928551782,A,4345.3654814758165,6907.092327948127,SUP_0058,10,82.35,5713,2.33,50893.0,94347.0,Category_019,18.01,10,1295,369.08,3493.0,17.650000000000006,31304012.928551782,0.17164948453608253,0.9142549787457271,Leverage,Bulk Procurement & Cost Negotiation
Product_1269,1223903.3414261083,25.55,31270730.373437066,A,12748.993139855294,12991.570604603241,SUP_0094,13,53.46,2976,2.33,109142.0,274879.0,Category_019,25.55,13,5617,239.3,7581.0,46.54,31270730.373437066,0.4694845360824742,0.9132829390973772,Leverage,Bulk Procurement & Cost Negotiation
Product_1242,1783183.802381441,17.51,31223548.379699036,A,8960.722625032367,34737.31650113117,SUP_0048,6,99.0,1720,2.33,198257.0,252022.0,Category_019,17.51,6,4920,373.06,6859.0,1.0,31223548.379699036,0.0,0.9119049568948847,Leverage,Bulk Procurement & Cost Negotiation
Product_1216,1480515.003518123,21.07,31194451.12412685,A,4935.050011727077,11634.808639319901,SUP_0085,11,74.98,7726,2.33,89911.0,144197.0,Category_019,21.07,11,2499,304.8,4928.0,25.019999999999996,31194451.12412685,0.2476288659793814,0.9110551517649346,Leverage,Bulk Procurement & Cost Negotiation
Product_1279,1383181.798058463,22.53,31163085.91025717,A,10891.195260302859,28633.278333005605,SUP_0084,5,94.66,1497,2.33,149181.0,203637.0,Category_019,22.53,5,5097,246.74,7560.0,5.340000000000003,31163085.91025717,0.04474226804123715,0.9101391093710974,Leverage,Bulk Procurement & Cost Negotiation
Product_1478,344457.4270620565,90.34,31118283.960786186,A,740.7686603485085,890.2981059257158,SUP_0215,8,75.94,1890,2.33,5868.0,11795.0,Category_019,90.34,8,5182,381.61,3059.0,24.060000000000002,31118283.960786186,0.23773195876288664,0.9088306379794311,Leverage,Bulk Procurement & Cost Negotiation
Product_0070,1167565.3939965994,26.62,31080590.788189474,A,12554.466602113971,21522.229212186237,SUP_0097,2,78.24,1197,2.33,70919.0,96028.0,Category_019,26.62,2,4059,303.82,5586.0,21.760000000000005,31080590.788189474,0.2140206185567011,0.9077297832490833,Leverage,Bulk Procurement & Cost Negotiation
Product_1539,178907.87541179414,173.53,31045883.620208636,A,547.1188850513582,1327.5241955180388,SUP_0280,6,82.72,2429,2.33,7577.0,10860.0,Category_019,173.53,6,5296,423.35,2116.0,17.28,31045883.620208636,0.16783505154639178,0.9067161368134947,Leverage,Bulk Procurement & Cost Negotiation
Product_1463,1072931.3141973612,28.9,31007714.98030374,A,1332.833930679952,1868.83821570164,SUP_0099,11,57.27,915,2.33,14442.0,29104.0,Category_019,28.9,11,2278,325.1,3878.0,42.73,31007714.98030374,0.43020618556701024,0.905601395737178,Leverage,Bulk Procurement & Cost Negotiation
Product_1513,1528447.854225065,20.26,30966353.52659982,A,3020.6479332511167,7075.224324729635,SUP_0080,10,75.17,7118,2.33,52132.0,82339.0,Category_019,20.26,10,3644,410.33,5211.0,24.83,30966353.52659982,0.2456701030927835,0.9043934063633148,Leverage,Bulk Procurement & Cost Negotiation
Product_1149,1863973.126332824,16.6,30941953.89712488,A,21929.095603915575,38635.56826870436,SUP_0065,5,43.55,1152,2.33,201293.0,310939.0,Category_006,16.6,5,4490,301.43,7452.0,56.45,30941953.89712488,0.5716494845360826,0.9036807985970858,Strategic,Long-Term Supplier Partnership
Product_0093,520848.4242640292,59.32,30896728.52734221,A,7891.642791879231,12321.647016504643,SUP_0162,13,56.49,1760,2.33,103514.0,206106.0,Category_019,59.32,13,5021,238.23,4686.0,43.51,30896728.52734221,0.43824742268041234,0.9023599609273663,Leverage,Bulk Procurement & Cost Negotiation
Product_1465,1028571.404003245,30.0,30857142.12009735,A,6122.448833352649,9232.140670591933,SUP_0102,8,76.52,2179,2.33,60842.0,109822.0,Category_019,30.0,8,1979,306.09,3647.0,23.480000000000004,30857142.12009735,0.23175257731958768,0.901203812992056,Leverage,Bulk Procurement & Cost Negotiation
Product_1456,2908843.2221540157,10.6,30833738.154832564,A,3137.910703510265,3887.205539735115,SUP_0045,9,78.74,2632,2.33,27172.0,55414.0,Category_019,10.6,9,4530,365.11,8496.0,21.260000000000005,30833738.154832564,0.20886597938144336,0.9005202842759594,Leverage,Bulk Procurement & Cost Negotiation
Product_1512,1520978.27323076,20.24,30784600.25019058,A,1954.984927031825,5818.724688856989,SUP_0078,6,99.0,1103,2.33,33210.0,44940.0,Category_019,20.24,6,3542,237.09,6742.0,1.0,30784600.25019058,0.0,0.8990851783658449,Leverage,Bulk Procurement & Cost Negotiation
Product_1156,1641295.0424204334,18.73,30741456.14453472,A,25250.692960314358,25714.616959793155,SUP_0072,8,70.23,4976,2.33,169466.0,371472.0,Category_006,18.73,8,3129,393.47,5110.0,29.769999999999996,30741456.14453472,0.29659793814432983,0.8978251254298385,Leverage,Bulk Procurement & Cost Negotiation
