SKU,Annual_Demand,Unit_Cost,Annual_Consumption_Value,ABC_Category,Avg_Daily_Demand,Demand_Std_Dev,Supplier_ID,Lead_Time_Days,Supplier_Reliability,MOQ,Z_Value,Safety_Stock,Reorder_Point
Product_1295,16682962.484930525,2.0,33365924.96986105,A,10472.669482065616,15876.089714445849,SUP_0004,4,79.42,5564,2.33,73983.0,115874.0
Product_1382,11457340.527530506,2.91,33340860.935113776,A,8006.527272907412,10075.425609975613,SUP_0012,10,89.29,6938,2.33,74237.0,154303.0
Product_1570,7325612.285456755,4.55,33331535.898828235,A,28067.480020907107,57383.214576659615,SUP_0024,6,31.63,15303,2.33,327504.0,495909.0
Product_1157,7325012.028927348,4.54,33255554.61133016,A,49161.15455655938,59429.048622024005,SUP_0027,6,52.79,2807,2.33,339181.0,634148.0
Product_1263,9077658.567848055,3.66,33224230.358323883,A,50998.081841843006,119882.53345031285,SUP_0018,12,65.46,7296,2.33,967615.0,1579592.0
Product_0931,2602951.256159242,12.76,33213658.028591923,A,15221.937170521882,12788.638225211376,SUP_0055,6,28.56,3406,2.33,72989.0,164321.0
Product_1520,1539241.5239347303,21.55,33170654.84079344,A,6810.803203251019,10859.135885250587,SUP_0073,6,99.0,921,2.33,61977.0,102842.0
Product_1278,4470218.301045088,7.41,33124317.610744104,A,15467.883394619683,31661.53548252616,SUP_0032,9,67.22,2915,2.33,221315.0,360526.0
Product_1403,4902434.373871732,6.75,33091432.023634188,A,9061.801060761056,31910.483743470148,SUP_0030,9,84.91,1749,2.33,223055.0,304612.0
Product_1360,8257923.445538783,4.0,33031693.782155134,A,11174.456624545039,30184.89350234126,SUP_0023,11,93.53,4761,2.33,233261.0,356181.0
Product_1355,2253746.963323821,14.65,33017393.012693975,A,8285.834423984636,13700.05163945371,SUP_0054,13,65.1,2222,2.33,115094.0,222810.0
Product_1245,11726152.807247123,2.81,32950489.388364416,A,293153.82018117805,450554.92774116463,SUP_0013,14,60.76,22029,2.33,3927966.0,8032120.0
Product_1817,1018841.7661081264,32.33,32939154.298275724,A,14765.822697219222,57327.58828029662,SUP_0107,11,62.01,1252,2.33,443013.0,605438.0
Product_1432,13945579.13918226,2.36,32911566.76847013,A,28635.686117417372,135069.64861939193,SUP_0005,2,59.21,3877,2.33,445071.0,502343.0
Product_1350,9190470.667077545,3.58,32901884.98813761,A,12729.183749414882,24015.11828457949,SUP_0020,5,68.25,4282,2.33,125120.0,188766.0
Product_1574,4381364.40573899,7.49,32816419.398985036,A,45168.705213804016,60257.39190076649,SUP_0033,3,99.0,1619,2.33,243180.0,378687.0
Product_1234,2811739.856480583,11.66,32784886.7265636,A,19941.417421848106,30317.099577557754,SUP_0046,5,71.73,2590,2.33,157954.0,257662.0
Product_1393,3051058.2921191743,10.74,32768366.057359934,A,7229.995952889039,12259.459312111352,SUP_0044,11,47.64,6482,2.33,94738.0,174268.0
Product_1502,5540467.318507251,5.91,32744161.852377854,A,23778.829693164167,40995.8525419444,SUP_0026,4,59.72,6261,2.33,191041.0,286157.0
Product_0982,823667.7357920791,39.68,32683135.7562297,A,3431.948899133663,13362.230528936017,SUP_0098,11,51.92,3124,2.33,103260.0,141012.0
Product_1377,7055849.462509032,4.63,32668583.01141682,A,5529.6625881732225,8224.77729995485,SUP_0025,4,49.14,4409,2.33,38328.0,60447.0
Product_1394,4141655.5736838155,7.87,32594829.36489163,A,21913.521553882623,41599.75486068043,SUP_0031,2,64.42,1986,2.33,137077.0,180905.0
Product_1361,3535541.9097177326,9.21,32562340.98850032,A,19533.380716672556,26648.898437461783,SUP_0034,9,45.89,8984,2.33,186276.0,362077.0
Product_1250,2298939.5119505064,14.15,32529994.094099667,A,2954.935105334841,7364.713239665417,SUP_0051,8,99.0,6451,2.33,48536.0,72176.0
Product_0071,1733380.8456406693,18.75,32500890.85576255,A,11712.032740815333,23213.83178090397,SUP_0066,10,72.18,9719,2.33,171042.0,288163.0
Product_1294,9778740.568251062,3.32,32465418.686593525,A,7724.123671604315,10967.815017503426,SUP_0017,8,99.0,5130,2.33,72281.0,134074.0
Product_1453,9007178.273764368,3.6,32425841.785551727,A,6356.512543235263,9286.521878640882,SUP_0019,5,74.84,6271,2.33,48384.0,80167.0
Product_1150,1853436.2472801567,17.47,32379531.239984337,A,22602.881064392153,31545.284171102034,SUP_0068,9,45.88,4092,2.33,220502.0,423928.0
Product_0033,5076766.187544433,6.37,32339000.614658043,A,7170.573711220951,20551.38060827618,SUP_0029,6,77.77,2453,2.33,117294.0,160318.0
Product_0084,1640054.4806677345,19.7,32309073.26915437,A,74547.93093944248,99628.33266492751,SUP_0077,7,50.89,3486,2.33,614169.0,1136005.0
Product_1158,1796390.9440147288,17.97,32281145.263944674,A,12740.361305068998,23040.158721460975,SUP_0056,9,41.2,3897,2.33,161051.0,275715.0
Product_0933,1946413.0830158424,16.56,32232600.654742345,A,15088.473511750715,12895.270970446438,SUP_0075,10,57.06,4808,2.33,95014.0,245899.0
Product_1431,3871335.8295530155,8.32,32209514.10188109,A,23181.651673970155,36036.65679570029,SUP_0037,4,86.12,14067,2.33,167931.0,260658.0
Product_1839,1787744.719410417,17.99,32161527.5021934,A,6101.51781368743,15092.46712936948,SUP_0059,5,53.86,1054,2.33,78633.0,109141.0
Product_0094,2087881.7202922928,15.39,32132499.675298385,A,27115.347016783024,35637.982981356145,SUP_0050,7,91.35,1701,2.33,219694.0,409502.0
Product_1430,1162976.5638443537,27.59,32086523.39646572,A,1819.9946226046222,8894.231042317593,SUP_0086,13,55.22,2464,2.33,74720.0,98380.0
Product_1342,7528416.999090296,4.26,32071056.41612466,A,34220.07726859226,127879.78036644984,SUP_0022,8,82.94,2724,2.33,842758.0,1116519.0
Product_1825,3273402.7631348204,9.78,32013879.02345854,A,10358.869503591204,28086.527468848686,SUP_0041,5,99.0,1636,2.33,146332.0,198127.0
Product_0936,1754953.9848611765,18.22,31975261.60417063,A,9435.23647774826,16469.16557138385,SUP_0069,11,31.05,1448,2.33,127270.0,231058.0
Product_1256,467254.8330989662,68.35,31936867.84231434,A,4063.085505208402,12267.135263956698,SUP_0161,10,93.47,749,2.33,90386.0,131017.0
Product_1267,3790412.2578426753,8.42,31915271.211035326,A,23839.07080404198,36013.547599051184,SUP_0035,7,52.27,10498,2.33,222010.0,388884.0
Product_1281,2846762.296531679,11.19,31855270.098189488,A,20189.80352150127,43939.47891357269,SUP_0052,7,60.18,3403,2.33,270870.0,412199.0
Product_1262,1501034.0948922168,21.2,31821922.811714996,A,2117.114379255595,4876.116231642594,SUP_0076,12,83.61,3150,2.33,39357.0,64763.0
Product_1554,3139970.708877294,10.12,31776503.57383821,A,5740.348645113882,9556.129929056422,SUP_0040,11,99.0,3637,2.33,73848.0,136992.0
Product_1354,619021.2464639896,51.29,31749599.73113803,A,7369.300553142733,9804.485026879565,SUP_0142,4,89.85,920,2.33,45689.0,75167.0
Product_1458,566765.1590152637,55.96,31716178.298494156,A,1483.678426741528,2021.4995326967444,SUP_0157,13,42.35,1720,2.33,16983.0,36271.0
Product_1970,2260804.6047509992,14.01,31673872.5125615,A,4347.701162982691,9324.523738085316,SUP_0053,2,55.01,3919,2.33,30726.0,39422.0
Product_1290,1891206.9258709995,16.73,31639891.86982182,A,15129.655406967995,13794.224096943737,SUP_0074,14,64.22,3701,2.33,120259.0,332075.0
Product_1812,649568.5796469615,48.65,31601511.39982468,A,21652.28598823205,63642.12419910047,SUP_0143,10,52.4,1867,2.33,468922.0,685445.0
Product_0064,1716648.3277852351,18.39,31569162.747970477,A,8456.395703375543,18872.839848774373,SUP_0070,12,75.37,2709,2.33,152330.0,253807.0
Product_1526,3548051.46746748,8.89,31542177.545785896,A,15910.544697163587,25762.38270972032,SUP_0038,8,47.36,1537,2.33,169781.0,297066.0
Product_0063,1417524.2333405884,22.22,31497388.464827873,A,14318.426599399883,19564.572171352927,SUP_0091,7,46.14,1540,2.33,120608.0,220837.0
Product_0837,466833.7796100177,67.38,31455260.07012299,A,14588.555612813054,8112.133967331354,SUP_0190,5,71.14,826,2.33,42265.0,115208.0
Product_1233,952480.0032390408,32.98,31412790.506823566,A,15614.426282607226,31750.536388383418,SUP_0089,5,92.69,3666,2.33,165422.0,243495.0
Product_1375,1534477.0885551414,20.45,31380056.46095264,A,9773.739417548672,12421.274985135056,SUP_0083,3,77.16,797,2.33,50129.0,79451.0
Product_1496,1979690.5490239472,15.83,31338501.391049083,A,3851.5380331205197,13105.485209720706,SUP_0060,7,87.73,2341,2.33,80791.0,107752.0
Product_1555,1738146.1925903265,18.01,31304012.928551782,A,4345.3654814758165,6907.092327948127,SUP_0058,10,82.35,5713,2.33,50893.0,94347.0
Product_1269,1223903.3414261083,25.55,31270730.373437066,A,12748.993139855294,12991.570604603241,SUP_0094,13,53.46,2976,2.33,109142.0,274879.0
Product_1242,1783183.802381441,17.51,31223548.379699036,A,8960.722625032367,34737.31650113117,SUP_0048,6,99.0,1720,2.33,198257.0,252022.0
Product_1216,1480515.003518123,21.07,31194451.12412685,A,4935.050011727077,11634.808639319901,SUP_0085,11,74.98,7726,2.33,89911.0,144197.0
Product_1279,1383181.798058463,22.53,31163085.91025717,A,10891.195260302859,28633.278333005605,SUP_0084,5,94.66,1497,2.33,149181.0,203637.0
Product_1478,344457.4270620565,90.34,31118283.960786186,A,740.7686603485085,890.2981059257158,SUP_0215,8,75.94,1890,2.33,5868.0,11795.0
Product_0070,1167565.3939965994,26.62,31080590.788189474,A,12554.466602113971,21522.229212186237,SUP_0097,2,78.24,1197,2.33,70919.0,96028.0
Product_1539,178907.87541179414,173.53,31045883.620208636,A,547.1188850513582,1327.5241955180388,SUP_0280,6,82.72,2429,2.33,7577.0,10860.0
Product_1463,1072931.3141973612,28.9,31007714.98030374,A,1332.833930679952,1868.83821570164,SUP_0099,11,57.27,915,2.33,14442.0,29104.0
Product_1513,1528447.854225065,20.26,30966353.52659982,A,3020.6479332511167,7075.224324729635,SUP_0080,10,75.17,7118,2.33,52132.0,82339.0
Product_1149,1863973.126332824,16.6,30941953.89712488,A,21929.095603915575,38635.56826870436,SUP_0065,5,43.55,1152,2.33,201293.0,310939.0
Product_0093,520848.4242640292,59.32,30896728.52734221,A,7891.642791879231,12321.647016504643,SUP_0162,13,56.49,1760,2.33,103514.0,206106.0
Product_1465,1028571.404003245,30.0,30857142.12009735,A,6122.448833352649,9232.140670591933,SUP_0102,8,76.52,2179,2.33,60842.0,109822.0
Product_1456,2908843.2221540157,10.6,30833738.154832564,A,3137.910703510265,3887.205539735115,SUP_0045,9,78.74,2632,2.33,27172.0,55414.0
Product_1512,1520978.27323076,20.24,30784600.25019058,A,1954.984927031825,5818.724688856989,SUP_0078,6,99.0,1103,2.33,33210.0,44940.0
Product_1156,1641295.0424204334,18.73,30741456.14453472,A,25250.692960314358,25714.616959793155,SUP_0072,8,70.23,4976,2.33,169466.0,371472.0
Product_1466,381667.56387873116,80.46,30708972.189682707,A,4060.293232752459,9589.260115305931,SUP_0174,5,66.46,794,2.33,49961.0,70263.0
Product_1479,1234488.890089821,24.85,30677048.918732055,A,5462.340221636377,6982.965310250618,SUP_0093,4,99.0,2128,2.33,32541.0,54391.0
Product_1788,560209.79661986,54.69,30637873.77714014,A,2106.0518669919547,6265.566780421794,SUP_0154,2,27.46,1736,2.33,20646.0,24859.0
Product_1159,2013077.4436142484,15.2,30598777.142936576,A,45751.76008214201,69205.96295646466,SUP_0067,4,32.61,8499,2.33,322500.0,505508.0
Product_1048,1100397.917768041,27.77,30558050.176418494,A,55019.89588840205,13824.540265601167,SUP_0110,6,75.25,738,2.33,78901.0,409021.0
Product_1396,1908933.1439202037,15.99,30523840.971284058,A,32912.640412417306,57399.106393172384,SUP_0063,7,77.7,2668,2.33,353843.0,584232.0
Product_1316,1866253.6842697284,16.34,30494585.20096736,A,3987.72154758489,8122.52353877114,SUP_0061,3,70.05,1577,2.33,32780.0,44744.0
Product_1356,3188166.379393522,9.55,30446988.92320814,A,7700.8849743804885,21871.683435455747,SUP_0042,4,93.51,6202,2.33,101923.0,132727.0
Product_0082,1282541.6743924029,23.71,30409063.099843875,A,15833.847832004974,20950.61714905621,SUP_0090,5,88.42,8758,2.33,109154.0,188324.0
Product_0073,580254.6759488961,52.35,30376332.28592471,A,32236.370886049783,87132.76383014942,SUP_0140,11,79.69,2146,2.33,673339.0,1027940.0
Product_1886,2079564.652497044,14.59,30340848.279931873,A,4252.688450914201,21544.400126336506,SUP_0057,6,31.04,1235,2.33,122961.0,148478.0
Product_1397,604771.3551314293,50.1,30299044.892084606,A,7854.173443265316,5156.781843605073,SUP_0152,11,79.89,3793,2.33,39851.0,126247.0
Product_1439,1827674.848653856,16.56,30266295.493707854,A,4734.908934336415,11757.827911172497,SUP_0064,2,82.21,1356,2.33,38744.0,48214.0
Product_1410,2493390.13632925,12.12,30219888.452310506,A,3204.8716405260284,6576.598463110281,SUP_0049,11,30.49,3639,2.33,50823.0,86077.0
Product_1348,999903.6433592633,30.19,30187090.99301616,A,9614.458109223686,16123.572505315866,SUP_0116,12,80.77,1554,2.33,130140.0,245514.0
Product_1823,1104440.3477244729,27.3,30151221.49287811,A,8061.608377550897,8220.094565675072,SUP_0104,8,23.53,1587,2.33,54173.0,118666.0
Product_1018,1311796.0362457908,22.96,30118836.99220336,A,17036.312159036243,37232.42055718871,SUP_0081,6,49.84,3010,2.33,212498.0,314716.0
Product_1312,799388.8339951411,37.63,30081001.823237162,A,1561.30631639676,4101.443330248947,SUP_0111,2,70.07,949,2.33,13515.0,16638.0
Product_1435,1112860.1385354733,26.99,30036095.139072422,A,7782.238731017295,17884.486479010473,SUP_0109,13,46.94,1074,2.33,150247.0,251417.0
Product_0066,1849933.0956892485,16.22,30005914.81207961,A,77080.54565371868,101811.43848601676,SUP_0062,3,88.62,2041,2.33,410879.0,642121.0
Product_1787,791635.6350048718,37.85,29963408.784934398,A,6883.788130477145,13229.58235289257,SUP_0125,4,31.88,894,2.33,61650.0,89186.0
Product_0979,798818.9540790248,37.47,29931746.20934106,A,1504.3671451582388,4155.531630130128,SUP_0120,3,78.18,2147,2.33,16771.0,21285.0
Product_0089,626285.2901886677,47.73,29892596.900705107,A,6080.43971056959,8753.204832517498,SUP_0150,8,76.15,1301,2.33,57686.0,106330.0
Product_1548,562716.8865229926,53.05,29852130.830044758,A,2278.206018311711,8048.149040468427,SUP_0130,10,53.9,2693,2.33,59300.0,82083.0
Product_2043,564186.0530360591,52.85,29817232.902955726,A,28209.30265180296,15430.233547781785,SUP_0168,10,53.52,464,2.33,113692.0,395786.0
Product_1624,908519.2111976239,32.78,29781259.74305811,A,50473.289510979106,47623.54528562815,SUP_0119,10,99.0,3206,2.33,350896.0,855629.0
Product_1282,1564764.452963497,19.01,29746172.25083608,A,20321.61627225321,16794.80231639839,SUP_0082,12,59.2,2761,2.33,135557.0,379417.0
Product_1162,743526.4110637408,39.95,29703880.121996447,A,33796.65504835186,21164.414129332552,SUP_0139,8,89.46,1370,2.33,139479.0,409853.0
Product_0031,684669.6448558479,43.33,29666735.71160389,A,908.0499268645198,1946.2701346720842,SUP_0131,9,77.27,5058,2.33,13605.0,21778.0
Product_1508,981222.180970209,30.2,29632909.86530031,A,3467.216187173883,12947.61842113443,SUP_0100,2,55.74,1012,2.33,42664.0,49599.0
Product_0930,379455.91365909664,77.99,29593766.706272945,A,3328.5606461324264,2911.4449413459856,SUP_0224,14,38.32,1492,2.33,25383.0,71983.0
Product_1521,1611761.6720593353,18.34,29559709.06556821,A,6421.361243264284,8136.315053705147,SUP_0071,8,45.08,3559,2.33,53621.0,104992.0
Product_0096,810673.9577527882,36.41,29516638.801779017,A,6188.350822540368,9048.070451800735,SUP_0117,13,77.14,1609,2.33,76013.0,156462.0
Product_1000,257522.84637072077,114.48,29481215.452520113,A,2829.9213886892394,6653.573389094592,SUP_0244,8,46.9,477,2.33,43849.0,66489.0
Product_1904,1291523.9140535549,22.8,29446745.240421053,A,11741.126491395953,52235.3739727794,SUP_0087,10,78.17,2738,2.33,384876.0,502288.0
Product_0016,468441.94589185296,62.78,29408785.36309053,A,984.121735066918,1411.6471053062958,SUP_0163,6,93.4,1392,2.33,8057.0,13962.0
Product_0943,589188.2443740665,49.85,29371033.982047215,A,2119.382174007433,3420.218770321147,SUP_0149,10,51.81,692,2.33,25201.0,46395.0
Product_2027,105859.17338668292,277.1,29333576.94544984,A,420.07608486778935,563.0494191190534,SUP_0384,11,74.0,853,2.33,4352.0,8973.0
Product_1224,648501.5126832871,45.18,29299298.343030915,A,2401.857454382545,3961.5796731932596,SUP_0121,6,99.0,2708,2.33,22610.0,37022.0
Product_1483,790608.3357409061,37.01,29260414.505770933,A,7751.062115106923,8502.60395173025,SUP_0128,6,63.85,2369,2.33,48528.0,95035.0
Product_1315,1188430.5745140286,24.59,29223507.827299964,A,2583.54472720441,5579.587418973586,SUP_0088,12,68.51,2159,2.33,45035.0,76038.0
Product_0424,632119.9674962347,46.17,29184978.899301156,A,15050.475416577017,13104.353288935607,SUP_0141,4,82.18,3247,2.33,61067.0,121269.0
Product_0829,729695.101205353,39.94,29144022.3421418,A,42923.241247373706,21715.887922697224,SUP_0147,7,82.91,947,2.33,133870.0,434333.0
Product_0098,852505.467710391,34.15,29113061.722309854,A,32788.67183501504,22975.275198797655,SUP_0129,5,99.0,865,2.33,119703.0,283647.0
Product_1429,359910.2998070313,80.78,29073554.018411987,A,823.5933634028175,1135.572464277654,SUP_0194,4,61.08,1062,2.33,5292.0,8587.0
Product_0929,256177.99274369428,113.34,29035213.69757031,A,1940.7423692704112,2312.8513086921585,SUP_0245,3,36.88,465,2.33,9334.0,15157.0
Product_0374,435534.9041077669,66.58,28997913.91549512,A,4839.276712308521,9147.011496400686,SUP_0158,4,67.62,6239,2.33,42626.0,61984.0
Product_1967,242024.53795691367,119.66,28960656.21192429,A,2814.2388134524845,5636.121667354969,SUP_0256,11,92.86,1451,2.33,43555.0,74512.0
Product_1567,769007.9178250221,37.61,28922387.789399084,A,14509.583355189097,9840.587172558233,SUP_0122,5,74.57,1859,2.33,51270.0,123818.0
Product_1164,451122.79142705206,64.03,28885392.335074145,A,11871.652405975054,15968.617945418657,SUP_0205,12,42.59,922,2.33,128889.0,271349.0
Product_1407,1179471.2058565947,24.46,28849865.695252307,A,15938.800079143171,36336.10717053786,SUP_0079,6,96.63,1733,2.33,207382.0,303015.0
Product_1581,1318096.1369547928,21.86,28813581.55383177,A,4899.985639237148,13276.215750869449,SUP_0092,6,71.98,3899,2.33,75772.0,105172.0
Product_0109,472357.68962045026,60.92,28776030.45167783,A,9840.785200426048,6016.594182368375,SUP_0184,8,45.57,2435,2.33,39651.0,118378.0
Product_0108,430065.37688553083,66.82,28736968.483491167,A,15928.347292056698,21465.57051527747,SUP_0187,7,75.04,1511,2.33,132327.0,243826.0
Product_1215,300966.9410814226,95.36,28700207.50152446,A,7165.8795495576815,17452.845941288277,SUP_0243,7,92.37,1455,2.33,107590.0,157752.0
Product_1835,269892.8539125281,106.2,28662621.08551048,A,6133.928498012002,5221.862652962474,SUP_0230,6,64.63,1028,2.33,29803.0,66607.0
Product_1450,1182700.3836486689,24.2,28621349.284297787,A,6719.888543458346,12777.174478317296,SUP_0096,3,75.84,1971,2.33,51565.0,71725.0
Product_1789,79476.54684359957,359.72,28589303.43057964,A,5298.436456239971,5882.84168611062,SUP_0428,11,40.44,588,2.33,45462.0,103745.0
Product_1372,546555.4314561564,52.24,28552055.739269614,A,2118.4319048688235,3122.273893645561,SUP_0169,3,99.0,695,2.33,12601.0,18957.0
Product_1246,1032981.2192893836,27.6,28510281.65238699,A,4471.780170083912,8980.018691928131,SUP_0106,7,97.9,4611,2.33,55359.0,86662.0
Product_1381,3051020.191761283,9.33,28466018.38913277,A,4019.7894489608475,4810.771616411806,SUP_0043,11,76.23,1387,2.33,37177.0,81395.0
Product_2042,639765.2797243393,44.45,28437566.68374688,A,35542.51554024107,22806.616783481608,SUP_0133,5,34.56,691,2.33,118824.0,296537.0
Product_1818,403006.9239262379,70.48,28403927.99832125,A,13000.223352459287,15370.382387018071,SUP_0177,3,65.93,1482,2.33,62030.0,101031.0
Product_1270,772596.08865415,36.72,28369728.37538039,A,6180.7687092332,6984.239235153527,SUP_0118,13,64.58,894,2.33,58675.0,139025.0
Product_1357,313306.60579472256,90.42,28329183.295958813,A,3297.9642715233954,7204.610617048459,SUP_0218,2,94.25,1236,2.33,23741.0,30337.0
Product_1195,730340.0838671877,38.74,28293374.849014852,A,5143.240027233716,8699.949066570134,SUP_0115,13,85.59,1587,2.33,73088.0,139951.0
Product_2001,246981.1376692399,114.4,28254642.149361044,A,596.5727963025118,1056.5452705961295,SUP_0257,13,48.38,1360,2.33,8876.0,16632.0
Product_1135,864812.6045645082,32.63,28218835.286939904,A,3680.0536364447157,4163.472220777212,SUP_0105,9,64.07,3527,2.33,29103.0,62224.0
Product_1408,162204.1680640825,173.73,28179730.117773052,A,1954.2670851094279,5766.1962205203545,SUP_0275,8,79.9,997,2.33,38001.0,53636.0
Product_0677,315831.05905119627,89.11,28143705.6720521,A,1496.8296637497454,4880.064820466545,SUP_0214,11,52.9,1027,2.33,37712.0,54178.0
Product_1991,452691.68623980205,62.09,28107626.79862931,A,683.8242994558943,1429.6465814289418,SUP_0165,6,67.34,523,2.33,8160.0,12263.0
Product_1243,432170.3236501273,64.95,28069462.521075767,A,3964.8653545883235,3571.7117362648955,SUP_0188,8,75.41,1398,2.33,23539.0,55258.0
Product_0072,794981.8606984555,35.26,28031060.408227537,A,34564.4287260198,16989.87044734765,SUP_0138,12,99.0,2603,2.33,137132.0,551906.0
Product_1023,849089.0783604262,32.97,27994466.91354325,A,1235.9375230865012,4970.327999167667,SUP_0113,8,6.31,1771,2.33,32756.0,42644.0
Product_1392,502158.7154444228,55.67,27955175.688791018,A,879.4373300252588,950.6759471041834,SUP_0173,12,90.16,1521,2.33,7674.0,18228.0
Product_1388,1093194.6621531912,25.54,27920191.6713925,A,2846.861099357269,7475.460753795783,SUP_0101,14,99.0,4359,2.33,65172.0,105029.0
Product_1147,302318.7989499712,92.23,27882862.827155847,A,15115.93994749856,18785.693028186175,SUP_0208,7,99.0,1083,2.33,115807.0,221619.0
Product_1244,314132.13363424735,88.64,27844672.325339686,A,2830.019221930156,11574.290803620463,SUP_0217,8,94.02,921,2.33,76278.0,98919.0
Product_2046,209967.01444346135,132.44,27808031.39289202,A,8748.625601810889,5212.636974297893,SUP_0284,11,40.52,601,2.33,40282.0,136517.0
Product_0065,578393.2840001059,48.01,27768661.564845085,A,8763.53460606221,34159.39517339078,SUP_0175,2,62.44,878,2.33,112560.0,130088.0
Product_1387,489383.2146842465,56.67,27733346.77615625,A,1099.7375610881945,1992.626036085125,SUP_0160,9,74.81,1071,2.33,13929.0,23827.0
Product_1438,446641.23709167924,62.01,27696223.11205503,A,5583.01546364599,14417.738107590483,SUP_0182,7,97.77,354,2.33,88880.0,127962.0
Product_1385,283579.35124457814,97.54,27660329.920396153,A,1955.7196637557113,7911.0940322953265,SUP_0264,11,75.6,728,2.33,61135.0,82648.0
Product_0941,326849.82635248906,84.51,27622078.825048853,A,2351.437599658195,3232.7107896028106,SUP_0227,9,74.24,1646,2.33,22597.0,43760.0
Product_1380,479167.6507636041,57.57,27585681.654460687,A,1916.6706030544165,3558.08986123411,SUP_0164,4,72.08,1291,2.33,16581.0,24248.0
Product_1288,373387.52530853136,73.78,27548531.617263444,A,9825.987508119246,11793.338658088056,SUP_0223,3,48.52,475,2.33,47595.0,77073.0
Product_1424,267909.5736385104,102.69,27511634.116938636,A,673.1396322575639,1925.1043247931377,SUP_0235,10,69.87,1020,2.33,14185.0,20917.0
Product_1766,614394.1239610664,44.72,27475705.223538887,A,4179.551863680724,10665.609073375996,SUP_0136,14,76.15,1677,2.33,92984.0,151498.0
Product_0407,211862.52258907538,129.5,27436196.67528526,A,470.80560575350086,810.032685932883,SUP_0266,12,81.33,688,2.33,6539.0,12189.0
Product_1347,227316.74842246695,120.53,27398487.68735994,A,6494.764240641913,8108.3955874951835,SUP_0219,12,91.03,1343,2.33,65446.0,143384.0
Product_1163,473814.3030583115,57.75,27362776.00161749,A,15793.810101943718,21158.981503652416,SUP_0159,12,75.43,958,2.33,170782.0,360308.0
Product_1047,822221.5012434309,33.23,27322420.486319207,A,16444.43002486862,13348.958084784817,SUP_0135,6,21.51,2514,2.33,76187.0,174854.0
Product_1402,562474.8830740696,48.51,27285656.577923115,A,2333.9206766558905,4852.492831291188,SUP_0146,3,59.5,653,2.33,19584.0,26586.0
Product_0998,625651.5709947261,43.55,27247125.91682032,A,3680.303358792507,9756.311097344249,SUP_0148,11,64.15,1921,2.33,75395.0,115879.0
Product_1514,95905.1372426775,283.75,27213082.692609742,A,1998.0236925557813,2594.779944457912,SUP_0413,6,71.08,898,2.33,14810.0,26799.0
Product_0202,401651.179029576,67.66,27175718.773141112,A,1014.2706541150909,2591.6022575611305,SUP_0186,9,56.35,2727,2.33,18116.0,27245.0
