Date,SKU,Warehouse,Product_Category,Demand_Units,Open,Promo,StateHoliday,SchoolHoliday,Petrol_price
2016-01-04,Product_1812,Whse_S,Category_006,5000,1,0,0,0,88
2016-01-04,Product_0524,Whse_S,Category_022,8,1,0,0,0,88
2016-01-04,Product_1224,Whse_S,Category_019,5000,1,0,0,0,89
2016-01-04,Product_1509,Whse_A,Category_019,600,1,0,0,0,83
2016-01-04,Product_0517,Whse_S,Category_022,20,1,0,0,0,91
2016-01-04,Product_0411,Whse_S,Category_030,1000,1,0,0,0,80
2016-01-04,Product_0613,Whse_S,Category_001,11,1,0,0,0,94
2016-01-04,Product_0982,Whse_A,Category_028,0,1,0,0,0,85
2016-01-04,Product_0063,Whse_S,Category_019,10000,1,0,0,0,89
2016-01-04,Product_1216,Whse_S,Category_019,1000,1,0,0,0,93
2016-01-04,Product_1429,Whse_S,Category_019,6000,1,0,0,0,91
2016-01-04,Product_1388,Whse_A,Category_019,600,1,0,0,0,96
2016-01-04,Product_0527,Whse_S,Category_022,1,1,0,0,0,93
2016-01-04,Product_0063,Whse_S,Category_019,20000,1,0,0,0,93
2016-01-04,Product_1429,Whse_S,Category_019,5000,1,0,0,0,85
2016-01-04,Product_1432,Whse_C,Category_019,5000,1,0,0,0,95
2016-01-04,Product_1618,Whse_A,Category_024,2,1,0,0,0,89
2016-01-04,Product_0158,Whse_S,Category_021,357,1,0,0,0,81
2016-01-04,Product_1726,Whse_A,Category_003,180,1,0,0,0,93
2016-01-04,Product_0627,Whse_S,Category_001,1,1,0,0,0,94
2016-01-04,Product_2143,Whse_S,Category_009,42,1,0,0,0,91
2016-01-04,Product_1356,Whse_C,Category_019,2000,1,0,0,0,89
2016-01-04,Product_1507,Whse_C,Category_019,2000,1,0,0,0,81
2016-01-04,Product_1480,Whse_C,Category_019,1000,1,0,0,0,92
2016-01-04,Product_1341,Whse_C,Category_019,150000,1,0,0,0,93
2016-01-04,Product_0229,Whse_S,Category_007,24,1,0,0,0,91
2016-01-04,Product_0033,Whse_S,Category_005,100000,1,0,0,0,83
2016-01-04,Product_0352,Whse_S,Category_021,48,1,0,0,0,84
2016-01-04,Product_1264,Whse_A,Category_019,12000,1,0,0,0,87
2016-01-04,Product_2111,Whse_A,Category_009,50,1,0,0,0,88
2016-01-04,Product_0464,Whse_S,Category_022,13,1,0,0,0,92
2016-01-04,Product_0464,Whse_S,Category_022,21,1,0,0,0,87
2016-01-04,Product_0202,Whse_S,Category_007,926,1,0,0,0,91
2016-01-04,Product_2114,Whse_A,Category_009,50,1,0,0,0,96
2016-01-04,Product_0658,Whse_C,Category_011,217,1,0,0,0,84
2016-01-04,Product_0200,Whse_S,Category_007,1090,1,0,0,0,80
2016-01-04,Product_1541,Whse_A,Category_019,0,1,0,0,0,95
2016-01-04,Product_1942,Whse_C,Category_001,3,1,0,0,0,80
2016-01-04,Product_1250,Whse_A,Category_019,0,1,0,0,0,90
2016-01-04,Product_2109,Whse_A,Category_009,50,1,0,0,0,86
2016-01-04,Product_0158,Whse_S,Category_021,463,1,0,0,0,92
2016-01-04,Product_0352,Whse_S,Category_021,28,1,0,0,0,83
2016-01-04,Product_1675,Whse_A,Category_021,2,1,0,0,0,82
2016-01-04,Product_1646,Whse_A,Category_024,2,1,0,0,0,92
2016-01-04,Product_1794,Whse_A,Category_024,1,1,0,0,0,91
2016-01-04,Product_1807,Whse_A,Category_024,1,1,0,0,0,86
2016-01-04,Product_0319,Whse_A,Category_017,2,1,0,0,0,93
2016-01-04,Product_0012,Whse_S,Category_005,5000,1,0,0,0,89
2016-01-04,Product_1726,Whse_A,Category_003,18,1,0,0,0,94
2016-01-04,Product_0225,Whse_A,Category_007,100,1,0,0,0,86
2016-01-04,Product_1208,Whse_S,Category_026,2,1,0,0,0,84
2016-01-04,Product_1786,Whse_S,Category_018,40,1,0,0,0,84
2016-01-04,Product_1581,Whse_C,Category_005,1000,1,0,0,0,92
2016-01-04,Product_1450,Whse_C,Category_019,6000,1,0,0,0,93
2016-01-04,Product_1794,Whse_C,Category_024,2,1,0,0,0,81
2016-01-04,Product_0083,Whse_S,Category_019,740000,1,0,0,0,91
2016-01-04,Product_0891,Whse_C,Category_023,100,1,0,0,0,90
2016-01-04,Product_0890,Whse_C,Category_023,120,1,0,0,0,92
2016-01-04,Product_0893,Whse_C,Category_023,60,1,0,0,0,82
2016-01-04,Product_1350,Whse_C,Category_019,61000,1,0,0,0,91
2016-01-04,Product_1350,Whse_C,Category_019,66000,1,0,0,0,86
2016-01-04,Product_1618,Whse_S,Category_024,22,1,0,0,0,82
2016-01-04,Product_1794,Whse_S,Category_024,7,1,0,0,0,81
2016-01-04,Product_1688,Whse_A,Category_021,1,1,0,0,0,82
2016-01-04,Product_1341,Whse_S,Category_019,10000,1,0,0,0,84
2016-01-04,Product_1618,Whse_S,Category_024,14,1,0,0,0,83
2016-01-04,Product_1847,Whse_A,Category_024,100,1,0,0,0,93
2016-01-04,Product_0515,Whse_S,Category_022,20,1,0,0,0,89
2016-01-04,Product_0516,Whse_S,Category_022,8,1,0,0,0,94
2016-01-04,Product_0515,Whse_S,Category_022,22,1,0,0,0,93
2016-01-04,Product_1394,Whse_C,Category_019,1000,1,0,0,0,85
2016-01-04,Product_1394,Whse_C,Category_019,1000,1,0,0,0,90
2016-01-04,Product_1366,Whse_C,Category_019,1000,1,0,0,0,96
2016-01-04,Product_0144,Whse_C,Category_005,600,1,0,0,0,83
2016-01-04,Product_1502,Whse_C,Category_019,100000,1,0,0,0,85
2016-01-04,Product_0620,Whse_C,Category_001,1,1,0,0,0,84
2016-01-04,Product_0608,Whse_S,Category_001,24,1,0,0,0,80
2016-01-04,Product_1264,Whse_C,Category_019,2000,1,0,0,0,86
2016-01-04,Product_1394,Whse_C,Category_019,100000,1,0,0,0,96
2016-01-04,Product_0033,Whse_C,Category_005,11500,1,0,0,0,86
2016-01-04,Product_1822,Whse_S,Category_018,2,1,0,0,0,84
2016-01-04,Product_1393,Whse_S,Category_019,30000,1,0,0,0,92
2016-01-04,Product_1264,Whse_S,Category_019,5000,1,0,0,0,82
2016-01-04,Product_1431,Whse_C,Category_019,20000,1,0,0,0,91
2016-01-04,Product_0517,Whse_S,Category_022,8,1,0,0,0,84
2016-01-04,Product_0518,Whse_S,Category_022,4,1,0,0,0,91
2016-01-04,Product_0033,Whse_C,Category_005,1000,1,0,0,0,80
2016-01-04,Product_1568,Whse_C,Category_019,1000,1,0,0,0,84
2016-01-04,Product_0642,Whse_C,Category_019,29,1,0,0,0,82
2016-01-04,Product_1195,Whse_C,Category_019,1000,1,0,0,0,84
2016-01-04,Product_0033,Whse_S,Category_005,25000,1,0,0,0,85
2016-01-04,Product_0034,Whse_S,Category_005,800,1,0,0,0,94
2016-01-04,Product_0368,Whse_C,Category_030,1500,1,0,0,0,88
2016-01-04,Product_1735,Whse_S,Category_030,1000,1,0,0,0,81
2016-01-04,Product_0977,Whse_A,Category_028,0,1,0,0,0,87
2016-01-04,Product_1341,Whse_C,Category_019,10000,1,0,0,0,93
2016-01-04,Product_0002,Whse_S,Category_005,25000,1,0,0,0,96
2016-01-04,Product_2004,Whse_S,Category_005,5000,1,0,0,0,92
2016-01-04,Product_1610,Whse_C,Category_030,1000,1,0,0,0,85
2016-01-04,Product_0033,Whse_S,Category_005,20000,1,0,0,0,89
2016-01-04,Product_1424,Whse_A,Category_019,0,1,0,0,0,95
2016-01-04,Product_2167,Whse_C,Category_024,108,1,0,0,0,89
2016-01-04,Product_1416,Whse_A,Category_019,0,1,0,0,0,82
2016-01-04,Product_1250,Whse_A,Category_019,0,1,0,0,0,85
2016-01-04,Product_0368,Whse_C,Category_030,1500,1,0,0,0,86
2016-01-04,Product_0002,Whse_S,Category_005,80000,1,0,0,0,86
2016-01-04,Product_0228,Whse_A,Category_007,1000,1,0,0,0,90
2016-01-04,Product_0021,Whse_C,Category_005,15000,1,0,0,0,92
2016-01-04,Product_0063,Whse_C,Category_019,22000,1,0,0,0,85
2016-01-04,Product_0384,Whse_S,Category_030,1000,1,0,0,0,94
2016-01-04,Product_1794,Whse_A,Category_024,2,1,0,0,0,89
2016-01-04,Product_0527,Whse_S,Category_022,2,1,0,0,0,81
2016-01-04,Product_0125,Whse_S,Category_011,2,1,0,0,0,90
2016-01-04,Product_1563,Whse_A,Category_019,0,1,0,0,0,87
2016-01-04,Product_1822,Whse_A,Category_018,1,1,0,0,0,88
2016-01-04,Product_0536,Whse_S,Category_022,4,1,0,0,0,84
2016-01-04,Product_1416,Whse_A,Category_019,4000,1,0,0,0,88
2016-01-04,Product_1250,Whse_A,Category_019,1000,1,0,0,0,92
2016-01-04,Product_1350,Whse_S,Category_019,20000,1,0,0,0,92
2016-01-04,Product_1464,Whse_A,Category_019,1000,1,0,0,0,92
2016-01-04,Product_1794,Whse_A,Category_024,1,1,0,0,0,84
2016-01-04,Product_0084,Whse_S,Category_019,180000,1,0,0,0,96
2016-01-04,Product_1645,Whse_A,Category_024,2,1,0,0,0,80
2016-01-04,Product_0997,Whse_A,Category_028,1150,1,0,0,0,90
2016-01-04,Product_0608,Whse_S,Category_001,31,1,0,0,0,88
2016-01-04,Product_1410,Whse_A,Category_019,0,1,0,0,0,92
2016-01-04,Product_1645,Whse_A,Category_024,2,1,0,0,0,88
2016-01-04,Product_1419,Whse_A,Category_019,1300,1,0,0,0,81
2016-01-04,Product_2167,Whse_C,Category_024,250,1,0,0,0,83
2016-01-04,Product_0951,Whse_A,Category_018,5,1,0,0,0,81
2016-01-04,Product_0945,Whse_A,Category_018,1,1,0,0,0,91
2016-01-04,Product_0980,Whse_A,Category_028,20000,1,0,0,0,96
2016-01-04,Product_1644,Whse_A,Category_024,1,1,0,0,0,90
2016-01-04,Product_1403,Whse_C,Category_019,8000,1,0,0,0,93
2016-01-04,Product_0312,Whse_C,Category_024,5,1,0,0,0,87
2016-01-05,Product_0373,Whse_J,Category_030,100,1,0,0,0,80
2016-01-05,Product_0431,Whse_J,Category_011,100,1,0,0,0,89
2016-01-05,Product_0727,Whse_J,Category_001,25,1,0,0,0,84
2016-01-05,Product_1884,Whse_J,Category_007,100,1,0,0,0,95
2016-01-05,Product_0727,Whse_J,Category_001,50,1,0,0,0,95
2016-01-05,Product_0394,Whse_J,Category_007,50,1,0,0,0,95
2016-01-05,Product_1009,Whse_J,Category_005,200,1,0,0,0,96
2016-01-05,Product_1456,Whse_J,Category_019,5000,1,0,0,0,83
2016-01-05,Product_1760,Whse_J,Category_001,1,1,0,0,0,85
2016-01-05,Product_0373,Whse_J,Category_030,100,1,0,0,0,92
2016-01-05,Product_0497,Whse_J,Category_015,1,1,0,0,0,82
2016-01-05,Product_1359,Whse_J,Category_019,25000,1,0,0,0,95
2016-01-05,Product_1314,Whse_A,Category_019,600,1,0,0,0,88
2016-01-05,Product_1009,Whse_J,Category_005,100,1,0,0,0,88
2016-01-05,Product_1770,Whse_J,Category_001,2,1,0,0,0,96
2016-01-05,Product_1355,Whse_J,Category_019,8000,1,0,0,0,84
2016-01-05,Product_0383,Whse_J,Category_030,100,1,0,0,0,94
2016-01-05,Product_0389,Whse_J,Category_030,150,1,0,0,0,80
2016-01-05,Product_0389,Whse_J,Category_030,50,1,0,0,0,84
2016-01-05,Product_0608,Whse_J,Category_001,5,1,0,0,0,85
2016-01-05,Product_0607,Whse_J,Category_001,100,1,0,0,0,82
2016-01-05,Product_1478,Whse_A,Category_019,1200,1,0,0,0,94
2016-01-05,Product_0378,Whse_J,Category_030,100,1,0,0,0,87
2016-01-05,Product_0255,Whse_J,Category_007,20,1,0,0,0,96
2016-01-05,Product_0397,Whse_J,Category_030,100,1,0,0,0,91
2016-01-05,Product_1360,Whse_J,Category_019,50000,1,0,0,0,96
2016-01-05,Product_1017,Whse_J,Category_007,50,1,0,0,0,94
2016-01-05,Product_0730,Whse_J,Category_001,50,1,0,0,0,84
2016-01-05,Product_1872,Whse_J,Category_001,2,1,0,0,0,92
2016-01-05,Product_1938,Whse_J,Category_001,15,1,0,0,0,85
2016-01-05,Product_1759,Whse_J,Category_001,2,1,0,0,0,81
2016-01-05,Product_0613,Whse_J,Category_001,40,1,0,0,0,88
2016-01-05,Product_0081,Whse_J,Category_019,5000,1,0,0,0,84
2016-01-05,Product_0588,Whse_J,Category_032,6,1,0,0,0,93
2016-01-05,Product_0172,Whse_J,Category_007,20,1,0,0,0,85
2016-01-05,Product_1432,Whse_J,Category_019,2000,1,0,0,0,94
2016-01-05,Product_1009,Whse_J,Category_005,200,1,0,0,0,84
2016-01-05,Product_1429,Whse_J,Category_019,500,1,0,0,0,87
2016-01-05,Product_1356,Whse_J,Category_019,10000,1,0,0,0,80
2016-01-05,Product_1264,Whse_J,Category_019,10000,1,0,0,0,85
2016-01-05,Product_0011,Whse_J,Category_005,1000,1,0,0,0,88
2016-01-05,Product_1295,Whse_J,Category_019,5000,1,0,0,0,81
2016-01-05,Product_1906,Whse_J,Category_019,1000,1,0,0,0,83
2016-01-05,Product_0459,Whse_J,Category_015,32,1,0,0,0,90
2016-01-05,Product_1688,Whse_J,Category_021,1,1,0,0,0,92
2016-01-05,Product_0463,Whse_J,Category_015,15,1,0,0,0,81
2016-01-05,Product_0497,Whse_J,Category_015,10,1,0,0,0,88
2016-01-05,Product_1680,Whse_J,Category_021,3,1,0,0,0,83
2016-01-05,Product_0103,Whse_J,Category_015,2,1,0,0,0,81
2016-01-05,Product_0459,Whse_J,Category_015,4,1,0,0,0,86
2016-01-05,Product_0463,Whse_J,Category_015,4,1,0,0,0,86
2016-01-05,Product_0497,Whse_J,Category_015,1,1,0,0,0,81
2016-01-05,Product_0713,Whse_J,Category_001,10,1,0,0,0,95
2016-01-05,Product_0716,Whse_J,Category_001,10,1,0,0,0,84
2016-01-05,Product_0936,Whse_A,Category_006,2500,1,0,0,0,90
2016-01-05,Product_0795,Whse_J,Category_001,10,1,0,0,0,87
2016-01-05,Product_0767,Whse_J,Category_001,50,1,0,0,0,90
2016-01-05,Product_0814,Whse_J,Category_001,50,1,0,0,0,96
2016-01-05,Product_1896,Whse_J,Category_021,50,1,0,0,0,85
2016-01-05,Product_1450,Whse_J,Category_019,1000,1,0,0,0,89
2016-01-05,Product_0794,Whse_J,Category_001,10,1,0,0,0,81
2016-01-05,Product_1009,Whse_J,Category_005,100,1,0,0,0,95
2016-01-05,Product_0007,Whse_J,Category_005,1000,1,0,0,0,96
2016-01-05,Product_0981,Whse_J,Category_028,5000,1,0,0,0,94
2016-01-05,Product_1350,Whse_J,Category_019,7000,1,0,0,0,89
2016-01-05,Product_1274,Whse_J,Category_019,12000,1,0,0,0,85
2016-01-05,Product_1350,Whse_J,Category_019,10000,1,0,0,0,94
2016-01-05,Product_1451,Whse_J,Category_019,41000,1,0,0,0,81
2016-01-05,Product_0065,Whse_J,Category_019,1000,1,0,0,0,84
2016-01-05,Product_0073,Whse_J,Category_019,2000,1,0,0,0,81
2016-01-05,Product_0085,Whse_J,Category_019,1000,1,0,0,0,93
2016-01-05,Product_1464,Whse_A,Category_019,5000,1,0,0,0,90
2016-01-05,Product_1453,Whse_J,Category_019,5000,1,0,0,0,89
2016-01-05,Product_0079,Whse_J,Category_019,6000,1,0,0,0,83
2016-01-05,Product_0361,Whse_J,Category_007,1,1,0,0,0,87
2016-01-05,Product_0790,Whse_J,Category_001,10,1,0,0,0,87
2016-01-05,Product_1456,Whse_J,Category_019,2000,1,0,0,0,89
2016-01-05,Product_0103,Whse_J,Category_015,10,1,0,0,0,90
2016-01-05,Product_1359,Whse_J,Category_019,3000,1,0,0,0,86
2016-01-05,Product_1350,Whse_J,Category_019,3000,1,0,0,0,90
2016-01-05,Product_0064,Whse_J,Category_019,25000,1,0,0,0,85
2016-01-05,Product_1241,Whse_J,Category_019,6000,1,0,0,0,94
2016-01-05,Product_0410,Whse_J,Category_019,20,1,0,0,0,95
2016-01-05,Product_1359,Whse_J,Category_019,10000,1,0,0,0,88
2016-01-05,Product_0821,Whse_J,Category_001,10,1,0,0,0,84
2016-01-05,Product_1451,Whse_J,Category_019,10000,1,0,0,0,90
2016-01-05,Product_1287,Whse_J,Category_019,5000,1,0,0,0,91
2016-01-05,Product_1241,Whse_J,Category_019,5000,1,0,0,0,80
2016-01-05,Product_1158,Whse_J,Category_006,1000,1,0,0,0,86
2016-01-05,Product_0297,Whse_J,Category_015,3,1,0,0,0,83
2016-01-05,Product_0014,Whse_J,Category_005,1000,1,0,0,0,89
2016-01-05,Product_0031,Whse_J,Category_005,1000,1,0,0,0,83
2016-01-05,Product_0976,Whse_J,Category_028,500,1,0,0,0,81
2016-01-05,Product_0981,Whse_J,Category_028,500,1,0,0,0,87
2016-01-05,Product_0815,Whse_J,Category_001,10,1,0,0,0,90
2016-01-05,Product_1659,Whse_J,Category_026,2,1,0,0,0,86
2016-01-05,Product_0408,Whse_J,Category_019,500,1,0,0,0,95
2016-01-05,Product_1674,Whse_J,Category_026,1,1,0,0,0,83
2016-01-05,Product_0337,Whse_J,Category_021,2,1,0,0,0,82
2016-01-05,Product_1416,Whse_A,Category_019,0,1,0,0,0,82
2016-01-05,Product_0035,Whse_J,Category_005,1000,1,0,0,0,87
2016-01-05,Product_1156,Whse_J,Category_006,5000,1,0,0,0,81
2016-01-05,Product_0765,Whse_J,Category_001,4,1,0,0,0,87
2016-01-05,Product_2019,Whse_J,Category_005,2000,1,0,0,0,95
2016-01-05,Product_1016,Whse_J,Category_007,100,1,0,0,0,94
2016-01-05,Product_0753,Whse_J,Category_001,10,1,0,0,0,88
2016-01-05,Product_0751,Whse_J,Category_001,10,1,0,0,0,81
2016-01-05,Product_0263,Whse_J,Category_001,3,1,0,0,0,86
2016-01-05,Product_1470,Whse_A,Category_019,0,1,0,0,0,84
2016-01-05,Product_1424,Whse_A,Category_019,0,1,0,0,0,87
2016-01-05,Product_1423,Whse_A,Category_019,0,1,0,0,0,95
2016-01-05,Product_1294,Whse_J,Category_019,400,1,0,0,0,88
2016-01-05,Product_1378,Whse_J,Category_019,1100,1,0,0,0,84
2016-01-05,Product_0303,Whse_J,Category_015,8,1,0,0,0,90
2016-01-05,Product_0031,Whse_J,Category_005,1000,1,0,0,0,92
2016-01-05,Product_1420,Whse_A,Category_019,0,1,0,0,0,94
2016-01-05,Product_1241,Whse_J,Category_019,50000,1,0,0,0,94
2016-01-05,Product_1680,Whse_J,Category_021,1,1,0,0,0,86
2016-01-05,Product_0613,Whse_J,Category_001,3,1,0,0,0,96
2016-01-05,Product_2167,Whse_J,Category_024,5,1,0,0,0,90
2016-01-05,Product_1896,Whse_J,Category_021,150,1,0,0,0,83
2016-01-05,Product_0337,Whse_J,Category_021,30,1,0,0,0,85
2016-01-05,Product_1367,Whse_J,Category_019,600,1,0,0,0,84
2016-01-05,Product_1371,Whse_J,Category_019,300,1,0,0,0,96
2016-01-05,Product_0332,Whse_J,Category_021,30,1,0,0,0,88
2016-01-05,Product_1341,Whse_S,Category_019,12000,1,0,0,0,93
2016-01-05,Product_0284,Whse_J,Category_021,500,1,0,0,0,91
2016-01-05,Product_1788,Whse_J,Category_006,2000,1,0,0,0,86
2016-01-05,Product_0728,Whse_J,Category_001,25,1,0,0,0,87
2016-01-05,Product_1373,Whse_J,Category_019,300,1,0,0,0,84
2016-01-05,Product_1896,Whse_J,Category_021,50,1,0,0,0,95
2016-01-05,Product_0741,Whse_J,Category_001,25,1,0,0,0,86
2016-01-05,Product_2010,Whse_J,Category_005,100,1,0,0,0,86
2016-01-05,Product_1346,Whse_J,Category_019,1000,1,0,0,0,80
2016-01-05,Product_1436,Whse_J,Category_019,1000,1,0,0,0,84
2016-01-05,Product_1254,Whse_J,Category_019,200,1,0,0,0,92
2016-01-05,Product_2166,Whse_J,Category_024,50,1,0,0,0,94
2016-01-05,Product_1257,Whse_J,Category_019,200,1,0,0,0,81
2016-01-05,Product_1501,Whse_J,Category_019,3000,1,0,0,0,82
2016-01-05,Product_1710,Whse_J,Category_026,4,1,0,0,0,89
2016-01-05,Product_0974,Whse_J,Category_028,150,1,0,0,0,96
2016-01-05,Product_1258,Whse_J,Category_019,200,1,0,0,0,86
2016-01-05,Product_1378,Whse_J,Category_019,300,1,0,0,0,82
2016-01-05,Product_1259,Whse_J,Category_019,200,1,0,0,0,95
2016-01-05,Product_1341,Whse_S,Category_019,24000,1,0,0,0,89
2016-01-05,Product_2006,Whse_J,Category_005,1000,1,0,0,0,95
2016-01-05,Product_0817,Whse_J,Category_001,3,1,0,0,0,88
2016-01-05,Product_1435,Whse_A,Category_019,20000,1,0,0,0,85
2016-01-05,Product_1416,Whse_A,Category_019,0,1,0,0,0,96
2016-01-05,Product_1512,Whse_J,Category_019,3000,1,0,0,0,95
2016-01-05,Product_0679,Whse_J,Category_011,100,1,0,0,0,85
2016-01-05,Product_1988,Whse_J,Category_005,2000,1,0,0,0,91
2016-01-05,Product_1765,Whse_J,Category_005,100,1,0,0,0,91
2016-01-05,Product_1580,Whse_J,Category_005,100,1,0,0,0,81
2016-01-05,Product_1193,Whse_J,Category_019,200,1,0,0,0,91
2016-01-05,Product_1463,Whse_J,Category_019,3000,1,0,0,0,80
2016-01-05,Product_1234,Whse_S,Category_019,100000,1,0,0,0,88
2016-01-05,Product_0322,Whse_J,Category_007,3,1,0,0,0,89
2016-01-05,Product_0717,Whse_J,Category_001,5,1,0,0,0,86
2016-01-05,Product_2168,Whse_J,Category_024,4,1,0,0,0,92
2016-01-05,Product_1803,Whse_J,Category_006,4,1,0,0,0,96
2016-01-05,Product_0412,Whse_J,Category_007,1,1,0,0,0,88
2016-01-05,Product_0249,Whse_J,Category_007,3,1,0,0,0,91
2016-01-05,Product_0671,Whse_J,Category_011,10,1,0,0,0,85
2016-01-05,Product_1401,Whse_J,Category_019,1000,1,0,0,0,88
2016-01-05,Product_1387,Whse_J,Category_019,1000,1,0,0,0,94
2016-01-05,Product_0119,Whse_J,Category_008,10,1,0,0,0,90
2016-01-05,Product_0845,Whse_J,Category_021,5000,1,0,0,0,88
2016-01-05,Product_0736,Whse_J,Category_001,5,1,0,0,0,93
2016-01-05,Product_0818,Whse_J,Category_001,2,1,0,0,0,81
2016-01-05,Product_1294,Whse_J,Category_019,200,1,0,0,0,93
2016-01-05,Product_1424,Whse_J,Category_019,200,1,0,0,0,92
2016-01-05,Product_0979,Whse_J,Category_028,14000,1,0,0,0,89
2016-01-05,Product_0975,Whse_J,Category_028,14000,1,0,0,0,81
2016-01-05,Product_1889,Whse_J,Category_007,2000,1,0,0,0,93
2016-01-05,Product_0395,Whse_J,Category_007,20,1,0,0,0,88
2016-01-05,Product_0187,Whse_J,Category_007,500,1,0,0,0,95
2016-01-05,Product_0412,Whse_J,Category_007,30,1,0,0,0,84
2016-01-05,Product_0734,Whse_J,Category_001,5,1,0,0,0,87
2016-01-05,Product_0178,Whse_J,Category_007,10000,1,0,0,0,93
2016-01-05,Product_0729,Whse_J,Category_001,25,1,0,0,0,85
2016-01-05,Product_0380,Whse_J,Category_030,100,1,0,0,0,90
2016-01-05,Product_0984,Whse_J,Category_028,14000,1,0,0,0,90
2016-01-05,Product_1839,Whse_J,Category_006,1000,1,0,0,0,86
2016-01-05,Product_1451,Whse_J,Category_019,10000,1,0,0,0,91
2016-01-05,Product_1539,Whse_A,Category_019,0,1,0,0,0,87
2016-01-05,Product_1513,Whse_A,Category_019,0,1,0,0,0,85
2016-01-05,Product_1464,Whse_A,Category_019,0,1,0,0,0,91
2016-01-05,Product_1710,Whse_J,Category_026,7,1,0,0,0,88
2016-01-05,Product_1416,Whse_A,Category_019,0,1,0,0,0,83
2016-01-05,Product_1410,Whse_A,Category_019,0,1,0,0,0,84
2016-01-05,Product_1368,Whse_A,Category_019,0,1,0,0,0,94
2016-01-05,Product_1284,Whse_A,Category_019,0,1,0,0,0,91
2016-01-05,Product_0004,Whse_J,Category_005,500,1,0,0,0,93
2016-01-05,Product_0986,Whse_J,Category_028,100,1,0,0,0,96
2016-01-05,Product_1377,Whse_J,Category_019,200,1,0,0,0,93
2016-01-05,Product_1281,Whse_S,Category_019,3000,1,0,0,0,85
2016-01-05,Product_0545,Whse_J,Category_013,10,1,0,0,0,92
2016-01-05,Product_1286,Whse_J,Category_019,200,1,0,0,0,88
2016-01-05,Product_1477,Whse_J,Category_019,1000,1,0,0,0,81
2016-01-05,Product_1356,Whse_J,Category_019,1000,1,0,0,0,92
2016-01-05,Product_1431,Whse_A,Category_019,5000,1,0,0,0,90
2016-01-05,Product_1461,Whse_A,Category_019,500,1,0,0,0,92
2016-01-05,Product_1762,Whse_J,Category_001,1,1,0,0,0,87
2016-01-05,Product_0790,Whse_J,Category_001,10,1,0,0,0,84
2016-01-05,Product_0755,Whse_J,Category_001,50,1,0,0,0,83
2016-01-05,Product_1764,Whse_J,Category_001,12,1,0,0,0,89
2016-01-05,Product_0779,Whse_J,Category_001,10,1,0,0,0,90
2016-01-05,Product_1194,Whse_J,Category_019,500,1,0,0,0,96
2016-01-05,Product_0770,Whse_J,Category_001,50,1,0,0,0,83
2016-01-05,Product_0546,Whse_J,Category_013,10,1,0,0,0,96
2016-01-05,Product_1649,Whse_J,Category_019,1000,1,0,0,0,82
2016-01-05,Product_0628,Whse_J,Category_001,1,1,0,0,0,95
2016-01-05,Product_0732,Whse_J,Category_001,10,1,0,0,0,82
2016-01-05,Product_0658,Whse_J,Category_011,2,1,0,0,0,88
2016-01-05,Product_1292,Whse_J,Category_019,50,1,0,0,0,92
2016-01-05,Product_2025,Whse_J,Category_005,1000,1,0,0,0,80
2016-01-05,Product_0827,Whse_J,Category_008,20,1,0,0,0,95
2016-01-05,Product_2167,Whse_J,Category_024,1,1,0,0,0,83
2016-01-05,Product_1015,Whse_J,Category_007,100,1,0,0,0,92
