Warehouse,SKU,Current_Stock,Reserved_Stock
Whse_A,Product_0981,4973,4923
Whse_A,Product_0982,12477,12444
Whse_A,Product_0984,6215,6177
Whse_A,Product_0985,28049,27968
Whse_A,Product_0986,2664,2664
Whse_A,Product_0987,2781,2735
Whse_A,Product_0989,2651,2634
Whse_A,Product_0990,348446,348428
Whse_A,Product_0995,2713,2697
Whse_A,Product_0997,4025,3963
Whse_A,Product_0998,22585,22566
Whse_A,Product_0999,23970,23929
Whse_A,Product_1000,25348,25301
Whse_A,Product_1001,11592,11552
Whse_A,Product_1002,7808,7744
Whse_A,Product_1003,2786,2775
Whse_A,Product_1004,795,778
Whse_A,Product_1006,9297,9284
Whse_A,Product_1007,4487,4325
Whse_A,Product_1017,1546,1532
Whse_A,Product_1022,2511,2418
Whse_A,Product_1053,115,64
Whse_A,Product_1054,73,26
Whse_A,Product_1083,27,19
Whse_A,Product_1093,129,75
Whse_A,Product_1094,51,45
Whse_A,Product_1095,78,13
Whse_A,Product_1104,3477,3455
Whse_A,Product_1107,1742,1734
Whse_A,Product_1138,489,402
Whse_A,Product_1139,762,610
Whse_A,Product_1140,320,281
Whse_A,Product_1143,322,220
Whse_A,Product_1154,12694,12681
Whse_A,Product_1168,261,10
Whse_A,Product_1171,61,40
Whse_A,Product_1178,72,34
Whse_A,Product_1180,285,229
Whse_A,Product_1249,6912,6869
Whse_A,Product_1250,8983,8953
Whse_A,Product_1264,81909,81906
Whse_A,Product_1276,2934,2927
Whse_A,Product_1284,8069,8052
Whse_A,Product_1291,822,552
Whse_A,Product_1293,418,368
Whse_A,Product_1298,5251,5172
Whse_A,Product_1299,11517,11497
Whse_A,Product_1314,7680,7652
Whse_A,Product_1365,739,657
Whse_A,Product_1368,3278,3254
Whse_A,Product_1384,2359,2343
Whse_A,Product_1385,6694,6650
Whse_A,Product_1387,4699,4644
Whse_A,Product_1388,10496,10437
Whse_A,Product_1392,6038,5997
Whse_A,Product_1402,8169,8155
Whse_A,Product_1409,8909,8806
Whse_A,Product_1410,10894,10859
Whse_A,Product_1416,2603,2595
Whse_A,Product_1417,1872,1810
Whse_A,Product_1419,3103,3041
Whse_A,Product_1420,4592,4322
Whse_A,Product_1421,3917,3913
Whse_A,Product_1422,3977,3920
Whse_A,Product_1423,1766,1713
Whse_A,Product_1424,3659,3604
Whse_A,Product_1425,1365,1331
Whse_A,Product_1427,2122,2115
Whse_A,Product_1429,2515,2513
Whse_A,Product_1431,118265,118241
Whse_A,Product_1432,178755,178718
Whse_A,Product_1434,3031,2975
Whse_A,Product_1435,21764,21695
Whse_A,Product_1438,23599,23494
Whse_A,Product_1441,2420,2376
Whse_A,Product_1442,2572,2550
Whse_A,Product_1443,3921,3909
Whse_A,Product_1444,4367,4322
Whse_A,Product_1445,8834,8811
Whse_A,Product_1448,2087,1960
Whse_A,Product_1461,8256,8212
Whse_A,Product_1464,2760,2734
Whse_A,Product_1469,3530,3501
Whse_A,Product_1470,24349,24340
Whse_A,Product_1477,2553,2472
Whse_A,Product_1478,4440,4253
Whse_A,Product_1481,7904,7859
Whse_A,Product_1495,2927,2874
Whse_A,Product_1496,16633,16589
Whse_A,Product_1499,1812,1623
Whse_A,Product_1500,1111,1026
Whse_A,Product_1503,3865,3723
Whse_A,Product_1505,19906,19876
Whse_A,Product_1509,3702,3681
Whse_A,Product_1512,9207,9117
Whse_A,Product_1513,14871,14833
Whse_A,Product_1518,1025,978
Whse_A,Product_1519,2671,2531
Whse_A,Product_1521,16486,16357
Whse_A,Product_1535,804,761
Whse_A,Product_1539,2753,2664
Whse_A,Product_1541,2147,2128
Whse_A,Product_1544,822,755
Whse_A,Product_1548,24143,24109
Whse_A,Product_1553,800,755
Whse_A,Product_1560,3056,2922
Whse_A,Product_1563,1336,1108
Whse_A,Product_1584,58,3
Whse_A,Product_1585,63,19
Whse_A,Product_1616,66,26
Whse_A,Product_1618,198,17
Whse_A,Product_1622,2063,2061
Whse_A,Product_1629,4180,4035
Whse_A,Product_1630,2337,2305
Whse_A,Product_1636,2033,1973
Whse_A,Product_1644,125,5
Whse_A,Product_1645,155,6
Whse_A,Product_1646,71,24
Whse_A,Product_1647,28,3
Whse_A,Product_1656,86,61
Whse_A,Product_1661,40,30
Whse_A,Product_1669,201,157
Whse_A,Product_1670,92,42
Whse_A,Product_1671,124,29
Whse_A,Product_1672,128,77
Whse_A,Product_1675,108,104
Whse_A,Product_1676,175,77
Whse_A,Product_1688,32,31
Whse_A,Product_1689,79,6
Whse_A,Product_1698,23,4
Whse_A,Product_1705,141,56
Whse_A,Product_1706,86,51
Whse_A,Product_1707,23,5
Whse_A,Product_1716,157,125
Whse_A,Product_1719,167,139
Whse_A,Product_1724,393,360
Whse_A,Product_1725,193,174
Whse_A,Product_1726,524,189
Whse_A,Product_1727,65,65
Whse_A,Product_1748,83,48
Whse_A,Product_1751,161,24
Whse_A,Product_1772,103,12
Whse_A,Product_1773,14,6
Whse_A,Product_1774,209,42
Whse_A,Product_1775,57,30
Whse_A,Product_1776,123,49
Whse_A,Product_1777,137,49
Whse_A,Product_1778,124,121
Whse_A,Product_1786,150,45
Whse_A,Product_1792,70,6
Whse_A,Product_1793,24,10
Whse_A,Product_1794,24,16
Whse_A,Product_1800,103,21
Whse_A,Product_1807,22,16
Whse_A,Product_1808,21,8
Whse_A,Product_1814,107,31
Whse_A,Product_1815,268,50
Whse_A,Product_1816,131,17
Whse_A,Product_1822,139,17
Whse_A,Product_1825,35272,35215
Whse_A,Product_1828,27,22
Whse_A,Product_1834,13,13
Whse_A,Product_1836,90,14
Whse_A,Product_1837,127,10
Whse_A,Product_1839,21892,21694
Whse_A,Product_1844,102,27
Whse_A,Product_1846,16482,16197
Whse_A,Product_1847,1279,1095
Whse_A,Product_1848,5143,4990
Whse_A,Product_1886,11067,10926
Whse_A,Product_1891,153,76
Whse_A,Product_1892,67,57
Whse_A,Product_1898,139,5
Whse_A,Product_1908,55,8
Whse_A,Product_1911,366,226
Whse_A,Product_1912,1425,1202
Whse_A,Product_1913,470,438
Whse_A,Product_1914,385,298
Whse_A,Product_1915,461,196
Whse_A,Product_1918,83,10
Whse_A,Product_1957,273,172
Whse_A,Product_1958,279,133
Whse_A,Product_1959,102,54
Whse_A,Product_1960,19,19
Whse_A,Product_1976,75,4
Whse_A,Product_1978,738,641
Whse_A,Product_2039,96,11
Whse_A,Product_2051,37,15
Whse_A,Product_2052,215,141
Whse_A,Product_2053,211,184
Whse_A,Product_2054,179,123
Whse_A,Product_2055,103,76
Whse_A,Product_2056,149,117
Whse_A,Product_2057,76,26
Whse_A,Product_2058,48,41
Whse_A,Product_2059,476,275
Whse_A,Product_2060,21,17
Whse_A,Product_2070,654,584
Whse_A,Product_2071,523,481
Whse_A,Product_2072,537,477
Whse_A,Product_2073,150,85
Whse_A,Product_2074,142,50
Whse_A,Product_2075,416,266
Whse_A,Product_2076,290,176
Whse_A,Product_2077,296,60
Whse_A,Product_2078,246,126
Whse_A,Product_2079,248,103
Whse_A,Product_2080,330,284
Whse_A,Product_2081,495,436
Whse_A,Product_2082,785,545
Whse_A,Product_2083,1022,926
Whse_A,Product_2084,320,145
Whse_A,Product_2085,284,147
Whse_A,Product_2086,157,72
Whse_A,Product_2087,406,165
Whse_A,Product_2088,347,276
Whse_A,Product_2089,422,388
Whse_A,Product_2090,600,523
Whse_A,Product_2091,421,137
Whse_A,Product_2092,111,87
Whse_A,Product_2093,234,187
Whse_A,Product_2095,710,515
Whse_A,Product_2100,160,155
Whse_A,Product_2107,1526,1412
Whse_A,Product_2108,720,630
Whse_A,Product_2109,1152,978
Whse_A,Product_2110,607,469
Whse_A,Product_2111,1898,1821
Whse_A,Product_2112,641,576
Whse_A,Product_2113,393,244
Whse_A,Product_2114,1154,1042
Whse_A,Product_2115,99,86
Whse_A,Product_2116,234,185
Whse_A,Product_2117,82,64
Whse_A,Product_2118,230,161
Whse_A,Product_2119,73,45
Whse_A,Product_2120,117,98
Whse_A,Product_2121,241,235
Whse_A,Product_2122,315,114
Whse_A,Product_2123,191,184
Whse_A,Product_2124,35,35
Whse_A,Product_2128,510,283
Whse_A,Product_2130,221,60
Whse_A,Product_2132,386,362
Whse_A,Product_2136,379,357
Whse_A,Product_2138,704,641
Whse_A,Product_2142,294,238
Whse_A,Product_2144,170,112
Whse_A,Product_2147,90,10
Whse_A,Product_2164,45,42
Whse_A,Product_2165,59,33
Whse_A,Product_2166,95,54
Whse_A,Product_2167,602,553
Whse_A,Product_2168,517,165
Whse_A,Product_2169,122,41
Whse_C,Product_0002,71599,71505
Whse_C,Product_0008,6153,6058
Whse_C,Product_0012,14100,13939
Whse_C,Product_0021,14328,14056
Whse_C,Product_0033,46440,46428
Whse_C,Product_0036,6026,5869
Whse_C,Product_0038,6424,6424
Whse_C,Product_0044,45336,45308
Whse_C,Product_0063,108109,107874
Whse_C,Product_0071,44633,44493
Whse_C,Product_0083,334941,334722
Whse_C,Product_0093,42772,42730
Whse_C,Product_0094,242522,242459
Whse_C,Product_0100,31660,31652
Whse_C,Product_0116,314,94
Whse_C,Product_0119,253,24
Whse_C,Product_0125,72,13
Whse_C,Product_0144,3804,3734
Whse_C,Product_0147,5804,5766
Whse_C,Product_0191,4422,4409
Whse_C,Product_0192,2068,1847
Whse_C,Product_0193,2537,2407
Whse_C,Product_0194,2958,2913
Whse_C,Product_0195,2257,2131
Whse_C,Product_0200,1192,1180
Whse_C,Product_0202,5078,4901
Whse_C,Product_0204,1208,998
Whse_C,Product_0206,2818,2666
Whse_C,Product_0208,620,362
Whse_C,Product_0209,3707,3639
Whse_C,Product_0213,647,630
Whse_C,Product_0215,466,464
Whse_C,Product_0226,1715,1532
Whse_C,Product_0229,1238,757
Whse_C,Product_0249,363,330
Whse_C,Product_0250,865,839
Whse_C,Product_0288,1731,1599
Whse_C,Product_0304,260,175
Whse_C,Product_0312,188,16
Whse_C,Product_0342,213,68
Whse_C,Product_0349,393,185
Whse_C,Product_0368,27175,27010
Whse_C,Product_0374,26746,26710
Whse_C,Product_0387,15569,15104
Whse_C,Product_0412,166,78
Whse_C,Product_0439,218,215
Whse_C,Product_0443,53,37
Whse_C,Product_0445,95,66
Whse_C,Product_0453,548,77
Whse_C,Product_0458,255,75
Whse_C,Product_0463,291,201
Whse_C,Product_0469,660,608
Whse_C,Product_0471,72,67
Whse_C,Product_0477,2268,2217
Whse_C,Product_0491,149,32
Whse_C,Product_0495,110,44
Whse_C,Product_0550,4948,4838
Whse_C,Product_0551,4724,4638
Whse_C,Product_0552,16309,16154
Whse_C,Product_0553,12160,12138
Whse_C,Product_0555,3596,3596
Whse_C,Product_0556,21669,21564
Whse_C,Product_0557,32435,32279
Whse_C,Product_0558,10317,10178
Whse_C,Product_0559,3205,2982
Whse_C,Product_0561,5821,5508
Whse_C,Product_0562,4199,4016
Whse_C,Product_0608,78,23
Whse_C,Product_0610,155,45
Whse_C,Product_0611,19,6
Whse_C,Product_0613,88,36
Whse_C,Product_0614,94,13
Whse_C,Product_0615,82,33
Whse_C,Product_0617,142,8
Whse_C,Product_0620,95,17
Whse_C,Product_0622,197,97
Whse_C,Product_0623,235,37
Whse_C,Product_0631,185,11
Whse_C,Product_0639,693,21
Whse_C,Product_0642,102,51
Whse_C,Product_0645,134,22
Whse_C,Product_0658,225,212
Whse_C,Product_0664,497,388
Whse_C,Product_0666,48,25
Whse_C,Product_0670,268,114
Whse_C,Product_0863,3339,3232
Whse_C,Product_0870,12603,12426
Whse_C,Product_0871,8942,8746
Whse_C,Product_0872,660,544
Whse_C,Product_0873,1119,709
Whse_C,Product_0874,812,510
Whse_C,Product_0875,1485,1353
Whse_C,Product_0876,707,685
Whse_C,Product_0877,1359,1093
Whse_C,Product_0878,367,82
Whse_C,Product_0879,2336,2325
Whse_C,Product_0880,2633,2539
Whse_C,Product_0881,609,174
Whse_C,Product_0882,279,175
Whse_C,Product_0883,817,735
Whse_C,Product_0884,320,209
Whse_C,Product_0885,7656,7647
Whse_C,Product_0886,2596,2586
Whse_C,Product_0887,846,267
Whse_C,Product_0888,2276,2261
Whse_C,Product_0889,3404,3147
Whse_C,Product_0890,853,665
Whse_C,Product_0891,2047,2028
Whse_C,Product_0892,1341,1145
Whse_C,Product_0893,294,196
Whse_C,Product_0894,1369,1241
Whse_C,Product_0895,482,233
Whse_C,Product_0896,596,358
Whse_C,Product_0902,655,615
Whse_C,Product_0905,982,747
Whse_C,Product_0940,2167,2053
Whse_C,Product_0949,9080,9008
Whse_C,Product_0958,6744,6650
Whse_C,Product_0961,1044,1038
Whse_C,Product_1010,6426,5888
Whse_C,Product_1016,85902,85175
Whse_C,Product_1023,10697,10610
Whse_C,Product_1047,46790,46573
Whse_C,Product_1078,39855,39660
Whse_C,Product_1101,65756,65600
Whse_C,Product_1131,2896,2449
Whse_C,Product_1132,6044,5930
Whse_C,Product_1135,30346,29905
Whse_C,Product_1157,265251,265248
Whse_C,Product_1166,592063,591949
Whse_C,Product_1190,10586,10423
Whse_C,Product_1195,38267,38254
Whse_C,Product_1198,11759,11637
Whse_C,Product_1216,20168,20106
Whse_C,Product_1227,3338,3170
Whse_C,Product_1235,42532,41489
Whse_C,Product_1238,6219,6129
Whse_C,Product_1241,76065,75927
Whse_C,Product_1243,11359,11352
Whse_C,Product_1245,970531,970501
Whse_C,Product_1247,25108,25004
Whse_C,Product_1263,192258,192223
Whse_C,Product_1264,71692,71644
Whse_C,Product_1270,39895,39802
Whse_C,Product_1278,47037,46637
Whse_C,Product_1279,74262,74158
Whse_C,Product_1281,69920,69868
Whse_C,Product_1298,3689,3481
Whse_C,Product_1299,32353,32258
Whse_C,Product_1341,173329,173246
Whse_C,Product_1342,164180,163765
Whse_C,Product_1344,2651,2327
Whse_C,Product_1348,50078,49868
Whse_C,Product_1350,33174,32925
Whse_C,Product_1352,7111,6961
Whse_C,Product_1353,12377,12347
Whse_C,Product_1354,35543,35403
Whse_C,Product_1355,26830,26742
Whse_C,Product_1356,67006,66991
Whse_C,Product_1366,172307,171858
Whse_C,Product_1387,4053,3468
Whse_C,Product_1393,21922,21819
Whse_C,Product_1394,121995,121765
Whse_C,Product_1401,5364,5228
Whse_C,Product_1402,7975,7875
Whse_C,Product_1403,55899,55670
Whse_C,Product_1404,11856,11473
Whse_C,Product_1407,115191,114938
Whse_C,Product_1431,69415,69328
Whse_C,Product_1432,66881,66813
Whse_C,Product_1439,9698,9634
Whse_C,Product_1450,34141,34029
Whse_C,Product_1465,58806,58552
Whse_C,Product_1466,43039,42972
Whse_C,Product_1468,4861,4588
Whse_C,Product_1470,18039,17875
Whse_C,Product_1479,32755,32741
Whse_C,Product_1480,149597,149330
Whse_C,Product_1485,40163,39621
Whse_C,Product_1494,4283,4268
Whse_C,Product_1502,110161,110041
Whse_C,Product_1507,29769,29650
Whse_C,Product_1512,11375,11144
Whse_C,Product_1513,9571,9024
Whse_C,Product_1520,39946,39946
Whse_C,Product_1521,30278,30195
Whse_C,Product_1528,21334,21113
Whse_C,Product_1542,12172,11460
Whse_C,Product_1545,4420,4276
Whse_C,Product_1548,10999,10972
Whse_C,Product_1558,1761,1643
Whse_C,Product_1564,12505,12503
Whse_C,Product_1568,32481,32335
Whse_C,Product_1570,233465,233116
Whse_C,Product_1581,24534,24399
Whse_C,Product_1586,1777,1758
Whse_C,Product_1587,1771,1691
Whse_C,Product_1592,511,379
Whse_C,Product_1593,6121,5766
Whse_C,Product_1594,693,525
Whse_C,Product_1595,1217,1137
Whse_C,Product_1597,789,701
Whse_C,Product_1599,1101,769
Whse_C,Product_1600,12528,12165
Whse_C,Product_1601,13518,13421
Whse_C,Product_1602,1804,1547
Whse_C,Product_1610,11323,11292
Whse_C,Product_1643,14653,14156
Whse_C,Product_1733,2569,2446
Whse_C,Product_1738,8292,8065
Whse_C,Product_1740,9195,9021
Whse_C,Product_1766,20938,20856
Whse_C,Product_1792,145,7
Whse_C,Product_1794,131,17
Whse_C,Product_1823,32978,32736
Whse_C,Product_1825,55621,55410
Whse_C,Product_1835,57100,56526
Whse_C,Product_1847,2093,1560
Whse_C,Product_1859,81,11
Whse_C,Product_1886,29673,29211
Whse_C,Product_1904,66903,66639
Whse_C,Product_1925,331,246
Whse_C,Product_1933,345,2
Whse_C,Product_1942,52,13
Whse_C,Product_1967,17011,16979
Whse_C,Product_1969,7356,7211
Whse_C,Product_1970,25416,25216
Whse_C,Product_1980,19421,19311
Whse_C,Product_1986,1227,784
Whse_C,Product_1991,2249,1968
Whse_C,Product_1997,12112,11753
Whse_C,Product_2001,3438,3297
Whse_C,Product_2003,2716,2422
Whse_C,Product_2004,5645,5487
Whse_C,Product_2008,3380,3035
Whse_C,Product_2015,16012,15827
Whse_C,Product_2019,2180,2174
Whse_C,Product_2021,3058,1964
Whse_C,Product_2138,1273,1132
Whse_C,Product_2165,175,33
Whse_C,Product_2166,895,149
Whse_C,Product_2167,592,462
Whse_C,Product_2169,392,144
Whse_C,Product_2170,297,12
Whse_J,Product_0001,3952,3769
Whse_J,Product_0003,1965,1815
Whse_J,Product_0004,1863,1317
Whse_J,Product_0005,3104,2925
Whse_J,Product_0006,847,637
Whse_J,Product_0007,832,722
Whse_J,Product_0008,6113,5907
Whse_J,Product_0009,883,849
Whse_J,Product_0010,281,281
Whse_J,Product_0011,3687,3605
Whse_J,Product_0012,9096,8967
Whse_J,Product_0013,1246,1130
Whse_J,Product_0014,10599,10441
Whse_J,Product_0015,11762,11717
Whse_J,Product_0016,9437,9089
Whse_J,Product_0017,2760,2610
Whse_J,Product_0018,7120,6899
Whse_J,Product_0019,5129,4306
Whse_J,Product_0020,3109,2450
Whse_J,Product_0021,8723,8543
Whse_J,Product_0022,1485,1258
Whse_J,Product_0023,2216,1980
Whse_J,Product_0024,5771,5434
Whse_J,Product_0025,3763,3378
Whse_J,Product_0026,1144,959
Whse_J,Product_0027,406,397
Whse_J,Product_0028,1188,772
Whse_J,Product_0029,1261,530
Whse_J,Product_0030,628,296
Whse_J,Product_0031,8111,8060
Whse_J,Product_0032,3045,3038
Whse_J,Product_0033,60330,59381
Whse_J,Product_0034,4040,3205
Whse_J,Product_0035,2824,2399
Whse_J,Product_0036,2661,2404
Whse_J,Product_0037,5793,5754
Whse_J,Product_0039,1592,1173
Whse_J,Product_0040,422,368
Whse_J,Product_0041,1644,469
Whse_J,Product_0042,876,783
Whse_J,Product_0043,786,606
Whse_J,Product_0045,5167,5130
Whse_J,Product_0046,1807,1355
Whse_J,Product_0047,1324,1179
Whse_J,Product_0048,367,248
Whse_J,Product_0049,1325,523
Whse_J,Product_0050,1410,836
Whse_J,Product_0051,3028,2525
Whse_J,Product_0052,3422,2761
Whse_J,Product_0053,6102,6080
Whse_J,Product_0054,11490,10860
Whse_J,Product_0055,4717,4400
Whse_J,Product_0056,1107,1022
Whse_J,Product_0057,264,7
Whse_J,Product_0058,257,5
Whse_J,Product_0059,1089,2
Whse_J,Product_0060,186,5
Whse_J,Product_0061,3745,3699
Whse_J,Product_0062,7293,6988
Whse_J,Product_0063,42703,42669
Whse_J,Product_0064,47593,47145
Whse_J,Product_0065,30539,29980
Whse_J,Product_0066,525752,525410
Whse_J,Product_0067,3974,3437
Whse_J,Product_0068,2765,2594
Whse_J,Product_0069,1633,1309
Whse_J,Product_0070,58644,58360
Whse_J,Product_0071,40271,39419
Whse_J,Product_0072,168479,168380
Whse_J,Product_0073,232024,231682
Whse_J,Product_0074,40818,39745
Whse_J,Product_0076,1644,1511
Whse_J,Product_0078,5328,5064
Whse_J,Product_0079,50699,50630
Whse_J,Product_0080,1593,1552
Whse_J,Product_0081,2828,2373
Whse_J,Product_0082,93893,93676
Whse_J,Product_0083,531046,529946
Whse_J,Product_0085,35711,35186
Whse_J,Product_0086,15165,15000
Whse_J,Product_0087,3088,2926
Whse_J,Product_0088,2659,2339
Whse_J,Product_0089,14928,14261
Whse_J,Product_0090,4652,4484
Whse_J,Product_0092,1406,978
Whse_J,Product_0093,67945,67852
Whse_J,Product_0095,14073,13860
Whse_J,Product_0096,30844,30416
Whse_J,Product_0097,2500,2170
Whse_J,Product_0098,191750,191640
Whse_J,Product_0099,18534,18378
Whse_J,Product_0101,6258,6146
Whse_J,Product_0102,203,15
Whse_J,Product_0103,2699,181
Whse_J,Product_0104,237,97
Whse_J,Product_0105,642,332
Whse_J,Product_0107,20453,20077
Whse_J,Product_0108,53248,53180
Whse_J,Product_0109,33650,33513
Whse_J,Product_0110,971,643
Whse_J,Product_0111,1152,276
Whse_J,Product_0113,6221,5699
Whse_J,Product_0114,303,200
Whse_J,Product_0115,1229,1027
Whse_J,Product_0116,651,98
Whse_J,Product_0117,1099,487
Whse_J,Product_0118,1127,152
Whse_J,Product_0119,186,58
Whse_J,Product_0124,424,27
Whse_J,Product_0125,979,32
Whse_J,Product_0126,19676,19399
Whse_J,Product_0127,3956,3765
Whse_J,Product_0128,13876,13876
Whse_J,Product_0129,15809,15695
Whse_J,Product_0130,1366,410
Whse_J,Product_0138,676,532
Whse_J,Product_0139,120,78
Whse_J,Product_0140,654,640
Whse_J,Product_0141,500,320
Whse_J,Product_0142,829,759
Whse_J,Product_0150,80,41
Whse_J,Product_0152,172,82
Whse_J,Product_0156,1050,7
Whse_J,Product_0157,230,86
Whse_J,Product_0158,731,506
Whse_J,Product_0159,1187,30
Whse_J,Product_0160,673,17
Whse_J,Product_0161,408,65
Whse_J,Product_0163,306,59
Whse_J,Product_0164,458,18
Whse_J,Product_0165,573,18
Whse_J,Product_0167,414,27
Whse_J,Product_0168,102,78
Whse_J,Product_0170,240,79
Whse_J,Product_0172,298,38
Whse_J,Product_0173,1142,87
Whse_J,Product_0174,952,698
Whse_J,Product_0175,682,464
Whse_J,Product_0176,718,455
Whse_J,Product_0177,518,496
Whse_J,Product_0178,3376,3105
Whse_J,Product_0179,2522,2125
Whse_J,Product_0180,524,128
Whse_J,Product_0181,897,450
Whse_J,Product_0182,616,242
Whse_J,Product_0183,1174,747
Whse_J,Product_0184,674,406
Whse_J,Product_0185,967,828
Whse_J,Product_0186,1307,384
Whse_J,Product_0187,854,816
